id,stationname,hastide,sunrise,sunset,moonrise,humidity,temperature,description,rainamount,wind,sunshine,created_at,updated_at
176,Kahdhoo,0,06:02,18:04,00:43,95%,26°C,slight shower,15.5 mm,SSW 11 mph,-,2019-12-20 12:00:10,2019-12-20 12:00:10
177,Kahdhoo,0,06:02,18:04,00:43,86%,26°C,lightning,15.5 mm,N 06 mph,-,2019-12-21 00:00:12,2019-12-21 00:00:12
178,Kahdhoo,0,06:03,18:04,01:33,81%,29°C,cloudy,9.5 mm,ENE 09 mph,-,2019-12-21 12:00:10,2019-12-21 12:00:10
179,Kahdhoo,0,06:03,18:05,02:24,81%,28°C,slight rain,3.3 mm,S 09 mph,-,2019-12-22 12:00:04,2019-12-22 12:00:04
180,Kahdhoo,0,06:04,18:05,03:16,98%,24°C,slight shower,3.3 mm,WSW 08 mph,-,2019-12-23 00:00:06,2019-12-23 00:00:06
181,Kahdhoo,0,06:04,18:05,03:16,81%,29°C,partly cloudy,125.8 mm,W 06 mph,-,2019-12-23 12:00:10,2019-12-23 12:00:10
182,Kahdhoo,0,06:04,18:05,03:16,82%,27°C,slight rain,125.8 mm,W 06 mph,-,2019-12-24 00:00:05,2019-12-24 00:00:05
183,Kahdhoo,0,06:04,18:05,04:09,84%,28°C,cloudy,15.9 mm,NE 06 mph,-,2019-12-24 12:00:08,2019-12-24 12:00:08
184,Kahdhoo,0,06:05,18:06,05:04,88%,27°C,fine,15.9 mm,NNE 03 mph,-,2019-12-25 00:00:11,2019-12-25 00:00:11
185,Kahdhoo,0,06:05,18:06,05:04,74%,31°C,fine,NIL,ENE 05 mph,-,2019-12-25 12:00:09,2019-12-25 12:00:09
186,Kahdhoo,0,06:05,18:06,05:04,95%,27°C,partly cloudy,NIL,VARIABLE 01 mph,-,2019-12-26 00:00:05,2019-12-26 00:00:05
187,Kahdhoo,0,06:05,18:06,05:04,78%,30°C,fine,4.0 mm,ENE 07 mph,-,2019-12-26 12:00:10,2019-12-26 12:00:10
188,Kahdhoo,0,06:05,18:06,05:04,82%,28°C,cloudy,4.0 mm,NE 07 mph,-,2019-12-27 00:00:05,2019-12-27 00:00:05
189,Kahdhoo,0,06:06,18:07,06:55,73%,30°C,fine,NIL,NE 12 mph,-,2019-12-27 12:00:06,2019-12-27 12:00:06
190,Kahdhoo,0,06:06,18:08,07:49,77%,28°C,fine,NIL,NE 08 mph,-,2019-12-28 00:00:10,2019-12-28 00:00:10
191,Kahdhoo,0,06:06,18:08,07:49,73%,30°C,fine,6.4 mm,NNE 10 mph,-,2019-12-28 12:00:04,2019-12-28 12:00:04
192,Kahdhoo,0,06:07,18:08,08:39,80%,28°C,cloudy,6.4 mm,NE 06 mph,-,2019-12-29 00:01:15,2019-12-29 00:01:15
193,Kahdhoo,0,06:07,18:09,09:27,83%,28°C,cloudy,0.5 mm,NE 08 mph,-,2019-12-30 12:00:04,2019-12-30 12:00:04
194,Kahdhoo,0,06:08,18:09,10:11,89%,27°C,cloudy,0.5 mm,E 05 mph,-,2019-12-31 00:00:04,2019-12-31 00:00:04
195,Kahdhoo,0,06:08,18:09,10:11,75%,31°C,fine,5.8 mm,ENE 06 mph,-,2019-12-31 12:00:09,2019-12-31 12:00:09
196,Kahdhoo,0,06:08,18:09,10:11,82%,28°C,fine,5.8 mm,NE 08 mph,-,2020-01-01 00:00:09,2020-01-01 00:00:09
197,Kahdhoo,0,06:08,18:10,10:53,74%,30°C,fine,NIL,ENE 07 mph,-,2020-01-01 12:00:06,2020-01-01 12:00:06
198,Kahdhoo,0,06:08,18:10,10:53,81%,28°C,fine,NIL,E 06 mph,-,2020-01-02 00:00:05,2020-01-02 00:00:05
199,Kahdhoo,0,06:08,18:10,10:53,72%,30°C,fine,NIL,ENE 06 mph,-,2020-01-02 12:00:09,2020-01-02 12:00:09
200,Kahdhoo,0,06:08,18:10,10:53,82%,28°C,fine,NIL,NE 07 mph,-,2020-01-03 00:00:11,2020-01-03 00:00:11
201,Kahdhoo,0,06:08,18:10,10:53,84%,30°C,partly cloudy,NIL,NE 06 mph,-,2020-01-03 12:00:09,2020-01-03 12:00:09
202,Kahdhoo,0,06:08,18:10,10:53,86%,27°C,fine,NIL,VARIABLE 02 mph,-,2020-01-04 00:00:04,2020-01-04 00:00:04
203,Kahdhoo,0,06:08,18:10,10:53,92%,27°C,fine,NIL,VARIABLE 02 mph,-,2020-01-05 00:00:10,2020-01-05 00:00:10
204,Kahdhoo,0,06:08,18:10,10:53,75%,31°C,fine,NIL,NE 07 mph,-,2020-01-05 12:00:10,2020-01-05 12:00:10
205,Kahdhoo,0,06:08,18:10,10:53,85%,28°C,fine,NIL,ENE 03 mph,-,2020-01-06 00:00:05,2020-01-06 00:00:05
206,Kahdhoo,0,06:08,18:10,10:53,76%,30°C,fine,NIL,NE 11 mph,-,2020-01-06 12:00:13,2020-01-06 12:00:13
207,Kahdhoo,0,06:08,18:10,10:53,80%,29°C,fine,NIL,ENE 13 mph,-,2020-01-07 00:00:15,2020-01-07 00:00:15
208,Kahdhoo,0,06:08,18:10,10:53,77%,31°C,fine,TR  mm,ENE 09 mph,-,2020-01-07 12:00:06,2020-01-07 12:00:06
209,Kahdhoo,0,06:08,18:10,10:53,79%,29°C,fine,TR  mm,NE 10 mph,-,2020-01-08 00:00:05,2020-01-08 00:00:05
210,Kahdhoo,0,06:08,18:10,10:53,76%,31°C,fine,TR  mm,ENE 06 mph,-,2020-01-08 12:00:08,2020-01-08 12:00:08
211,Kahdhoo,0,06:08,18:10,10:53,82%,28°C,fine,TR  mm,NNE 06 mph,-,2020-01-09 00:00:04,2020-01-09 00:00:04
212,Kahdhoo,0,06:08,18:10,10:53,73%,29°C,fine,TR  mm,NE 15 mph,-,2020-01-09 12:00:11,2020-01-09 12:00:11
213,Kahdhoo,0,06:08,18:10,10:53,79%,29°C,fine,TR  mm,NE 10 mph,-,2020-01-10 00:00:11,2020-01-10 00:00:11
214,Kahdhoo,0,06:08,18:10,10:53,71%,30°C,fine,NIL,NE 10 mph,-,2020-01-10 12:00:05,2020-01-10 12:00:05
215,Kahdhoo,0,06:08,18:10,10:53,77%,28°C,fine,NIL,NE 10 mph,-,2020-01-11 00:00:13,2020-01-11 00:00:13
216,Kahdhoo,0,06:08,18:10,10:53,75%,30°C,partly cloudy,NIL,NNE 12 mph,-,2020-01-11 12:00:05,2020-01-11 12:00:05
217,Kahdhoo,0,06:08,18:10,10:53,76%,28°C,fine,NIL,NE 12 mph,-,2020-01-12 00:00:06,2020-01-12 00:00:06
218,Kahdhoo,0,06:08,18:10,10:53,72%,30°C,fine,NIL,BE 11 mph,-,2020-01-12 12:00:05,2020-01-12 12:00:05
219,Kahdhoo,0,06:08,18:10,10:53,91%,28°C,lightning,NIL,NW 05 mph,-,2020-01-13 00:00:06,2020-01-13 00:00:06
220,Kahdhoo,0,06:08,18:10,10:53,79%,29°C,cloudy,3.8 mm,NNW 06 mph,-,2020-01-13 12:00:04,2020-01-13 12:00:04
221,Kahdhoo,0,06:08,18:10,10:53,81%,28°C,slight rain,3.8 mm,N 06 mph,-,2020-01-14 00:00:05,2020-01-14 00:00:05
222,Kahdhoo,0,06:08,18:10,10:53,69%,30°C,partly cloudy,1.5 mm,N 07 mph,-,2020-01-14 12:00:10,2020-01-14 12:00:10
223,Kahdhoo,0,06:08,18:10,10:53,76%,27°C,fine,1.5 mm,NE 08 mph,-,2020-01-15 00:00:06,2020-01-15 00:00:06
224,Kahdhoo,0,06:08,18:10,10:53,67%,31°C,fine,NIL,NNE 08 mph,-,2020-01-15 12:00:04,2020-01-15 12:00:04
225,Kahdhoo,0,06:08,18:10,10:53,74%,28°C,fine,NIL,NNE 06 mph,-,2020-01-16 00:00:05,2020-01-16 00:00:05
226,Kahdhoo,0,06:08,18:10,10:53,68%,30°C,fine,NIL,NE 10 mph,-,2020-01-16 12:00:05,2020-01-16 12:00:05
227,Kahdhoo,0,06:08,18:10,10:53,76%,28°C,fine,NIL,NE 09 mph,-,2020-01-17 00:00:10,2020-01-17 00:00:10
228,Kahdhoo,0,06:08,18:10,10:53,79%,29°C,partly cloudy,NIL,ENE 07 mph,-,2020-01-17 12:00:04,2020-01-17 12:00:04
229,Kahdhoo,0,06:08,18:10,10:53,75%,28°C,fine,NIL,NE 10 mph,-,2020-01-18 00:00:05,2020-01-18 00:00:05
230,Kahdhoo,0,06:08,18:10,10:53,83%,28°C,fine,NIL,NE 08 mph,-,2020-01-19 00:00:07,2020-01-19 00:00:07
231,Kahdhoo,0,06:08,18:10,10:53,79%,30°C,fine,NIL,ENE 07 mph,-,2020-01-19 12:00:08,2020-01-19 12:00:08
232,Kahdhoo,0,06:08,18:10,10:53,87%,28°C,fine,NIL,NE 07 mph,-,2020-01-20 00:00:06,2020-01-20 00:00:06
233,Kahdhoo,0,06:08,18:10,10:53,77%,30°C,fine,NIL,NE 09 mph,-,2020-01-20 12:00:04,2020-01-20 12:00:04
234,Kahdhoo,0,06:08,18:10,10:53,83%,28°C,fine,NIL,NE 09 mph,-,2020-01-21 00:00:05,2020-01-21 00:00:05
235,Kahdhoo,0,06:08,18:10,10:53,80%,31°C,fine,NIL,NE 13 mph,-,2020-01-21 12:00:11,2020-01-21 12:00:11
236,Kahdhoo,0,06:08,18:10,10:53,85%,29°C,cloudy,NIL,NE 10 mph,-,2020-01-22 00:00:10,2020-01-22 00:00:10
237,Kahdhoo,0,06:08,18:10,10:53,77%,31°C,fine,TRACE,NE 13 mph,-,2020-01-22 12:00:06,2020-01-22 12:00:06
238,Kahdhoo,0,06:08,18:10,10:53,86%,29°C,partly cloudy,TRACE,NE 14 mph,-,2020-01-23 00:00:07,2020-01-23 00:00:07
239,Kahdhoo,0,06:08,18:10,10:53,83%,30°C,fine,NIL,ENE 12 mph,-,2020-01-23 12:00:07,2020-01-23 12:00:07
240,Kahdhoo,0,06:08,18:10,10:53,93%,27°C,lightning,NIL,NE 14 mph,-,2020-01-24 00:00:09,2020-01-24 00:00:09
241,Kahdhoo,0,06:08,18:10,10:53,80%,32°C,fine,0.6 mm,ENE 09 mph,-,2020-01-24 12:00:04,2020-01-24 12:00:04
242,Kahdhoo,0,06:08,18:10,10:53,85%,29°C,lightning,0.6 mm,NE 13 mph,-,2020-01-25 00:00:05,2020-01-25 00:00:05
243,Kahdhoo,0,06:08,18:10,10:53,72%,32°C,fine,NIL,NNE 09 mph,-,2020-01-25 12:00:05,2020-01-25 12:00:05
244,Kahdhoo,0,06:08,18:10,10:53,85%,28°C,fine,NIL,NNE 06 mph,-,2020-01-26 00:00:05,2020-01-26 00:00:05
245,Kahdhoo,0,06:08,18:10,10:53,77%,30°C,fine,NIL,N 07 mph,-,2020-01-26 12:00:04,2020-01-26 12:00:04
246,Kahdhoo,0,06:08,18:10,10:53,82%,28°C,fine,NIL,NNE 06 mph,-,2020-01-27 00:00:04,2020-01-27 00:00:04
247,Kahdhoo,0,06:08,18:10,10:53,72%,30°C,fine,NIL,NE 06 mph,-,2020-01-27 12:00:06,2020-01-27 12:00:06
248,Kahdhoo,0,06:08,18:10,10:53,77%,27°C,fine,NIL,NNE 06 mph,-,2020-01-28 00:00:04,2020-01-28 00:00:04
249,Kahdhoo,0,06:08,18:10,10:53,70%,30°C,fine,NIL,NE 08 mph,-,2020-01-28 12:00:10,2020-01-28 12:00:10
250,Kahdhoo,0,06:08,18:10,10:53,76%,27°C,fine,NIL,NNE 08 mph,-,2020-01-29 00:00:06,2020-01-29 00:00:06
251,Kahdhoo,0,06:08,18:10,10:53,66%,30°C,fine,NIL,NE 10 mph,-,2020-01-29 12:00:09,2020-01-29 12:00:09
252,Kahdhoo,0,06:08,18:10,10:53,76%,28°C,fine,NIL,NE 08 mph,-,2020-01-30 00:00:06,2020-01-30 00:00:06
253,Kahdhoo,0,06:08,18:10,10:53,79%,27°C,fine,NIL,NNE 06 mph,-,2020-01-31 00:00:05,2020-01-31 00:00:05
254,Kahdhoo,0,06:08,18:10,10:53,68%,30°C,fine,NIL,NE 11 mph,-,2020-01-31 12:00:05,2020-01-31 12:00:05
255,Kahdhoo,0,06:08,18:10,10:53,82%,27°C,fine,NIL,VARIABLE 02 mph,-,2020-02-01 00:00:05,2020-02-01 00:00:05
256,Kahdhoo,0,06:18,18:21,10:50,68%,30°C,fine,TRACE,NE 12 mph,-,2020-02-01 12:00:06,2020-02-01 12:00:06
257,Kahdhoo,0,06:18,18:21,10:50,68%,30°C,fine,NIL,NE 09 mph,-,2020-02-02 12:00:04,2020-02-02 12:00:04
258,Kahdhoo,0,06:18,18:21,10:50,80%,27°C,fine,NIL,VARIABLE 02 mph,-,2020-02-03 00:00:09,2020-02-03 00:00:09
259,Kahdhoo,0,06:18,18:21,10:50,70%,30°C,fine,TRACE,NE 10 mph,-,2020-02-03 12:00:05,2020-02-03 12:00:05
260,Kahdhoo,0,06:18,18:21,10:50,77%,28°C,fine,TRACE,NE 10 mph,-,2020-02-04 00:00:09,2020-02-04 00:00:09
261,Kahdhoo,0,06:18,18:21,10:50,80%,28°C,fine,NIL,NE 06 mph,-,2020-02-05 00:00:10,2020-02-05 00:00:10
262,Kahdhoo,0,06:18,18:21,10:50,70%,31°C,fine,NIL,NE 11 mph,-,2020-02-05 12:00:09,2020-02-05 12:00:09
263,Kahdhoo,0,06:18,18:21,10:50,79%,29°C,fine,NIL,NE 09 mph,-,2020-02-06 00:00:04,2020-02-06 00:00:04
264,Kahdhoo,0,06:18,18:22,15:37,82%,29°C,fine,NIL,NE 06 mph,-,2020-02-07 00:00:05,2020-02-07 00:00:05
265,Kahdhoo,0,06:18,18:22,16:37,71%,31°C,fine,NIL,NE 09 mph,-,2020-02-07 12:00:11,2020-02-07 12:00:11
266,Kahdhoo,0,06:18,18:22,16:37,81%,28°C,fine,NIL,NNE 05 mph,-,2020-02-08 00:00:06,2020-02-08 00:00:06
267,Kahdhoo,0,06:18,18:22,16:37,73%,30°C,fine,NIL,NE 07 mph,-,2020-02-08 12:00:13,2020-02-08 12:00:13
268,Kahdhoo,0,06:18,18:22,18:37,80%,28°C,fine,NIL,NNE 06 mph,-,2020-02-09 00:00:11,2020-02-09 00:00:11
269,Kahdhoo,0,06:18,18:22,18:37,72%,30°C,fine,NIL,NE 09 mph,-,2020-02-09 12:00:04,2020-02-09 12:00:04
270,Kahdhoo,0,06:18,18:22,19:35,81%,28°C,fine,NIL,NE 06 mph,-,2020-02-10 00:00:11,2020-02-10 00:00:11
271,Kahdhoo,0,06:18,18:22,19:35,71%,31°C,fine,NIL,ENE 07 mph,-,2020-02-10 12:00:09,2020-02-10 12:00:09
272,Kahdhoo,0,06:18,18:22,19:35,73%,29°C,fine,NIL,NE 14 mph,-,2020-02-11 00:00:05,2020-02-11 00:00:05
273,Kahdhoo,0,06:18,18:22,19:35,68%,31°C,fine,NIL,NE 14 mph,-,2020-02-11 12:00:11,2020-02-11 12:00:11
274,Kahdhoo,0,06:18,18:22,21:24,80%,29°C,fine,NIL,NE 13 mph,-,2020-02-12 00:00:05,2020-02-12 00:00:05
275,Kahdhoo,0,06:18,18:22,21:24,68%,32°C,fine,TRACE,NE 12 mph,-,2020-02-12 17:00:09,2020-02-12 17:00:09
276,Kahdhoo,0,06:18,18:22,21:24,83%,28°C,fine,TRACE,VARIABLE 02 mph,-,2020-02-13 05:00:11,2020-02-13 05:00:11
277,Kahdhoo,0,06:18,18:22,22:16,75%,31°C,fine,NIL,NE 09 mph,-,2020-02-13 17:00:10,2020-02-13 17:00:10
278,Kahdhoo,0,06:18,18:22,22:16,81%,28°C,partly cloudy,NIL,NE 09 mph,-,2020-02-14 05:00:09,2020-02-14 05:00:09
279,Kahdhoo,0,06:18,18:22,23:08,85%,28°C,fine,NIL,NNE 06 mph,-,2020-02-15 05:00:06,2020-02-15 05:00:06
280,Kahdhoo,0,06:18,18:22,00:00,73%,31°C,partly cloudy,TRACE,NNE 07 mph,-,2020-02-15 17:00:06,2020-02-15 17:00:06
281,Kahdhoo,0,06:18,18:22,00:00,81%,28°C,fine,TRACE,NNE 05 mph,-,2020-02-16 05:00:07,2020-02-16 05:00:07
282,Kahdhoo,0,06:18,18:22,00:00,76%,31°C,fine,TRACE,NE 07 mph,-,2020-02-16 17:00:06,2020-02-16 17:00:06
283,Kahdhoo,0,06:18,18:22,00:54,83%,29°C,fine,TRACE,ENE 07 mph,-,2020-02-17 05:00:07,2020-02-17 05:00:07
284,Kahdhoo,0,06:18,18:22,00:54,78%,31°C,fine,1.7 mm,NE 08 mph,-,2020-02-17 17:00:07,2020-02-17 17:00:07
285,Kahdhoo,0,06:18,18:22,00:54,81%,29°C,fine,1.7 mm,NE 09 mph,-,2020-02-18 05:00:11,2020-02-18 05:00:11
286,Kahdhoo,0,06:18,18:22,01:48,84%,29°C,cloudy,8.5 mm,NE 09 mph,-,2020-02-18 17:00:09,2020-02-18 17:00:09
287,Kahdhoo,0,06:18,18:22,01:48,88%,28°C,fine,8.5 mm,N 06 mph,-,2020-02-19 05:00:05,2020-02-19 05:00:05
288,Kahdhoo,0,06:18,18:22,02:42,72%,31°C,partly cloudy,3.7 mm,NNE 12 mph,-,2020-02-19 17:00:05,2020-02-19 17:00:05
289,Kahdhoo,0,06:17,18:22,03:35,79%,28°C,fine,3.7 mm,NNE 10 mph,-,2020-02-20 05:00:05,2020-02-20 05:00:05
290,Kahdhoo,0,06:17,18:22,03:35,72%,30°C,fine,3.7 mm,NE 14 mph,-,2020-02-20 17:00:05,2020-02-20 17:00:05
291,Kahdhoo,0,06:17,18:22,03:35,79%,28°C,fine,3.7 mm,NE 12 mph,-,2020-02-21 05:00:10,2020-02-21 05:00:10
292,Kahdhoo,0,06:17,18:22,04:26,75%,31°C,fine,2.6 mm,NE 11 mph,-,2020-02-21 17:00:05,2020-02-21 17:00:05
293,Kahdhoo,0,06:17,18:22,05:15,88%,28°C,lightning,2.6 mm,NE 11 mph,-,2020-02-22 05:00:07,2020-02-22 05:00:07
294,Kahdhoo,0,06:17,18:22,05:15,97%,25°C,slight rain,57.6 mm,SSE 06 mph,-,2020-02-22 17:00:06,2020-02-22 17:00:06
295,Kahdhoo,0,06:17,18:22,06:01,87%,27°C,cloudy,57.6 mm,NNE 09 mph,-,2020-02-23 05:00:05,2020-02-23 05:00:05
296,Kahdhoo,0,06:17,18:22,06:01,78%,31°C,fine,46.9 mm,NE 10 mph,-,2020-02-23 17:00:05,2020-02-23 17:00:05
297,Kahdhoo,0,06:17,18:22,06:01,85%,28°C,lightning,46.9 mm,NE 15 mph,-,2020-02-24 05:00:05,2020-02-24 05:00:05
298,Kahdhoo,0,06:17,18:22,06:45,78%,31°C,fine,1.3 mm,NE 11 mph,-,2020-02-24 17:00:10,2020-02-24 17:00:10
299,Kahdhoo,0,06:17,18:22,06:45,81%,29°C,fine,1.3 mm,NE 09 mph,-,2020-02-25 05:00:10,2020-02-25 05:00:10
300,Kahdhoo,0,06:17,18:21,07:27,73%,31°C,fine,TRACE,NE 12 mph,-,2020-02-25 17:00:06,2020-02-25 17:00:06
301,Kahdhoo,0,06:16,18:21,08:08,83%,28°C,fine,TRACE,NNE 09 mph,-,2020-02-26 05:00:11,2020-02-26 05:00:11
302,Kahdhoo,0,06:16,18:21,08:08,72%,31°C,fine,TRACE,NE 12 mph,-,2020-02-26 17:00:10,2020-02-26 17:00:10
303,Kahdhoo,0,06:16,18:21,08:47,80%,28°C,lightning,TRACE,N 06 mph,-,2020-02-27 05:00:06,2020-02-27 05:00:06
304,Kahdhoo,0,06:16,18:21,08:47,74%,31°C,fine,NIL,NNE 14 mph,-,2020-02-27 17:00:05,2020-02-27 17:00:05
305,Kahdhoo,0,06:16,18:21,08:47,72%,30°C,fine,NIL,N 07 mph,-,2020-02-28 17:00:06,2020-02-28 17:00:06
306,Kahdhoo,0,06:16,18:21,08:47,88%,27°C,fine,NIL,VARIABLE 01 mph,-,2020-02-29 05:00:05,2020-02-29 05:00:05
307,Kahdhoo,0,06:16,18:21,08:47,75%,30°C,fine,NIL,NNW 05 mph,-,2020-02-29 17:00:09,2020-02-29 17:00:09
308,Kahdhoo,0,06:16,18:21,08:47,79%,29°C,fine,NIL,NE 13 mph,-,2020-03-01 05:00:04,2020-03-01 05:00:04
309,Kahdhoo,0,06:15,18:21,10:52,76%,31°C,fine,NIL,NE 09 mph,-,2020-03-01 17:00:05,2020-03-01 17:00:05
310,Kahdhoo,0,06:15,18:21,10:52,81%,29°C,fine,NIL,E 05 mph,-,2020-03-02 05:00:05,2020-03-02 05:00:05
311,Kahdhoo,0,06:15,18:21,11:39,74%,32°C,fine,NIL,ENE 06 mph,-,2020-03-02 17:00:05,2020-03-02 17:00:05
312,Kahdhoo,0,06:15,18:20,12:29,80%,28°C,fine,NIL,E 05 mph,-,2020-03-03 05:00:04,2020-03-03 05:00:04
313,Kahdhoo,0,06:15,18:20,12:29,71%,31°C,fine,NIL,VARIABLE 02 mph,-,2020-03-03 17:00:10,2020-03-03 17:00:10
314,Kahdhoo,0,06:15,18:20,13:22,87%,27°C,fine,NIL,VARIABLE 02 mph,-,2020-03-04 05:00:06,2020-03-04 05:00:06
315,Kahdhoo,0,06:15,18:20,13:22,73%,30°C,partly cloudy,NIL,NNW 06 mph,-,2020-03-04 17:00:05,2020-03-04 17:00:05
316,Kahdhoo,0,06:14,18:20,14:19,82%,29°C,fine,NIL,NNW 06 mph,-,2020-03-05 05:00:06,2020-03-05 05:00:06
317,Kahdhoo,0,06:14,18:20,14:19,74%,31°C,fine,NIL,WNW 03 mph,-,2020-03-05 17:00:06,2020-03-05 17:00:06
318,Kahdhoo,0,06:14,18:20,15:17,92%,26°C,fine,NIL,CALM,-,2020-03-06 05:00:11,2020-03-06 05:00:11
319,Kahdhoo,0,06:14,18:20,15:17,71%,31°C,fine,NIL,VARIABLE 02 mph,-,2020-03-06 17:00:10,2020-03-06 17:00:10
320,Kahdhoo,0,06:14,18:20,15:17,85%,26°C,fine,NIL,VARIABLE 01 mph,-,2020-03-07 05:00:09,2020-03-07 05:00:09
321,Kahdhoo,0,06:14,18:20,16:17,66%,32°C,fine,NIL,VARIABLE 02 mph,-,2020-03-07 17:00:05,2020-03-07 17:00:05
322,Kahdhoo,0,06:14,18:20,16:17,76%,29°C,fine,NIL,E 05 mph,-,2020-03-08 05:00:05,2020-03-08 05:00:05
323,Kahdhoo,0,06:14,18:20,17:16,70%,31°C,fine,NIL,NE 05 mph,-,2020-03-08 17:00:12,2020-03-08 17:00:12
324,Kahdhoo,0,06:14,18:20,17:16,81%,28°C,fine,NIL,VARIABLE 02 mph,-,2020-03-09 05:00:09,2020-03-09 05:00:09
325,Kahdhoo,0,06:13,18:19,18:13,72%,31°C,fine,NIL,NNE 09 mph,-,2020-03-09 17:00:04,2020-03-09 17:00:04
326,Kahdhoo,0,06:13,18:19,19:09,72%,31°C,fine,NIL,NE 09 mph,-,2020-03-10 17:00:06,2020-03-10 17:00:06
327,Kahdhoo,0,06:13,18:19,20:03,72%,32°C,fine,NIL,ENE 06 mph,-,2020-03-11 17:00:05,2020-03-11 17:00:05
328,Kahdhoo,0,06:13,18:19,20:03,79%,29°C,fine,NIL,NE 06 mph,-,2020-03-12 05:00:10,2020-03-12 05:00:10
329,Kahdhoo,0,06:13,18:19,20:03,70%,31°C,fine,NIL,NE 09 mph,-,2020-03-12 17:00:06,2020-03-12 17:00:06
330,Kahdhoo,0,06:12,18:18,21:52,73%,32°C,fine,NIL,ENE 07 mph,-,2020-03-13 17:00:04,2020-03-13 17:00:04
331,Kahdhoo,0,06:12,18:18,21:52,79%,29°C,fine,NIL,E 03 mph,-,2020-03-14 05:00:10,2020-03-14 05:00:10
332,Kahdhoo,0,06:12,18:18,22:47,71%,31°C,fine,NIL,E 03 mph,-,2020-03-14 17:00:09,2020-03-14 17:00:09
333,Kahdhoo,0,06:11,18:18,23:42,89%,27°C,fine,NIL,VARIABLE 01 mph,-,2020-03-15 05:00:05,2020-03-15 05:00:05
334,Kahdhoo,0,06:11,18:18,23:42,72%,31°C,fine,NIL,VARIABLE 02 mph,-,2020-03-15 17:00:09,2020-03-15 17:00:09
335,Kahdhoo,0,06:11,18:18,00:00,90%,26°C,fine,NIL,VARIABLE 01 mph,-,2020-03-16 05:00:04,2020-03-16 05:00:04
336,Kahdhoo,0,06:11,18:18,00:00,72%,31°C,fine,NIL,ENE 06 mph,-,2020-03-16 17:00:10,2020-03-16 17:00:10
337,Kahdhoo,0,06:11,18:18,00:00,78%,29°C,fine,NIL,NE 06 mph,-,2020-03-17 05:00:09,2020-03-17 05:00:09
338,Kahdhoo,0,06:11,18:18,00:00,72%,32°C,fine,TRACE,NE 10 mph,-,2020-03-17 17:00:08,2020-03-17 17:00:08
339,Kahdhoo,0,06:11,18:18,00:00,82%,30°C,lightning,TRACE,E 07 mph,-,2020-03-18 05:00:11,2020-03-18 05:00:11
340,Kahdhoo,0,06:11,18:18,00:00,73%,32°C,fine,NIL,E 07 mph,-,2020-03-18 17:00:05,2020-03-18 17:00:05
341,Kahdhoo,0,06:11,18:18,00:00,80%,29°C,fine,NIL,ENE 05 mph,-,2020-03-19 05:00:04,2020-03-19 05:00:04
342,Kahdhoo,0,06:10,18:17,02:23,89%,27°C,fine,NIL,CALM,-,2020-03-20 05:00:10,2020-03-20 05:00:10
343,Kahdhoo,0,06:10,18:17,02:23,81%,30°C,cloudy,1.6 mm,E 03 mph,-,2020-03-20 17:00:09,2020-03-20 17:00:09
344,Kahdhoo,0,06:09,18:17,04:00,89%,27°C,fine,1.6 mm,CALM,-,2020-03-21 05:00:08,2020-03-21 05:00:08
345,Kahdhoo,0,06:09,18:17,04:00,73%,31°C,fine,NIL,E 05 mph,-,2020-03-21 17:00:03,2020-03-21 17:00:03
346,Kahdhoo,0,06:09,18:16,04:44,73%,31°C,fine,6.8 mm,ESE 03 mph,-,2020-03-22 17:00:08,2020-03-22 17:00:08
347,Kahdhoo,0,06:09,18:16,05:26,89%,27°C,fine,6.8 mm,CALM,-,2020-03-23 05:00:09,2020-03-23 05:00:09
348,Kahdhoo,0,06:09,18:16,05:26,73%,31°C,fine,TRACE,NE 09 mph,-,2020-03-23 17:00:03,2020-03-23 17:00:03
349,Kahdhoo,0,06:09,18:16,05:26,82%,28°C,fine,TRACE,NNE 03 mph,-,2020-03-24 05:00:09,2020-03-24 05:00:09
350,Kahdhoo,0,06:08,18:16,06:07,73%,30°C,fine,TRACE,N 05 mph,-,2020-03-24 17:00:04,2020-03-24 17:00:04
351,Kahdhoo,0,06:08,18:16,06:07,85%,27°C,fine,TRACE,VARIABLE 01 mph,-,2020-03-25 05:00:05,2020-03-25 05:00:05
352,Kahdhoo,0,06:08,18:16,06:47,72%,31°C,fine,NIL,E 05 mph,-,2020-03-25 17:00:08,2020-03-25 17:00:08
353,Kahdhoo,0,06:07,18:15,07:27,66%,32°C,fine,NIL,ENE 08 mph,-,2020-03-26 17:00:09,2020-03-26 17:00:09
354,Kahdhoo,0,06:07,18:15,07:27,74%,29°C,fine,NIL,ENE 07 mph,-,2020-03-27 05:00:04,2020-03-27 05:00:04
355,Kahdhoo,0,06:07,18:15,08:08,68%,31°C,fine,NIL,ENE 07 mph,-,2020-03-27 17:00:09,2020-03-27 17:00:09
356,Kahdhoo,0,06:07,18:15,08:08,76%,29°C,fine,NIL,NE 08 mph,-,2020-03-28 05:00:07,2020-03-28 05:00:07
357,Kahdhoo,0,06:07,18:15,08:50,68%,31°C,fine,NIL,NE 07 mph,-,2020-03-28 17:00:04,2020-03-28 17:00:04
358,Kahdhoo,0,06:06,18:15,09:35,83%,27°C,fine,NIL,N 03 mph,-,2020-03-29 05:00:09,2020-03-29 05:00:09
