id,stationname,hastide,sunrise,sunset,moonrise,humidity,temperature,description,rainamount,wind,sunshine,created_at,updated_at
170,Kaadehdhoo,0,06:02,18:08,00:45,80%,30°C,cloudy,1.5 mm,ESE 07 mph,-,2019-12-21 12:00:05,2019-12-21 12:00:05
171,Kaadehdhoo,0,06:02,18:08,00:45,85%,28°C,cloudy,1.5 mm,SSE 08 mph,-,2019-12-22 00:00:10,2019-12-22 00:00:10
172,Kaadehdhoo,0,06:03,18:09,02:25,78%,30°C,partly cloudy,2.0 mm,WSW 12 mph,-,2019-12-22 12:00:05,2019-12-22 12:00:05
173,Kaadehdhoo,0,06:03,18:09,02:25,93%,26°C,slight shower,2.0 mm,WNW 09 mph,-,2019-12-23 00:00:09,2019-12-23 00:00:09
174,Kaadehdhoo,0,06:03,18:09,02:25,93%,26°C,slight rain,42.9 mm,WSW 10 mph,-,2019-12-23 12:00:11,2019-12-23 12:00:11
175,Kaadehdhoo,0,06:04,18:10,04:10,76%,30°C,cloudy,4.0 mm,WNW 08 mph,-,2019-12-24 12:00:05,2019-12-24 12:00:05
176,Kaadehdhoo,0,06:04,18:10,04:10,83%,28°C,cloudy,4.0 mm,NNE 03 mph,-,2019-12-25 00:00:10,2019-12-25 00:00:10
177,Kaadehdhoo,0,06:04,18:10,04:10,83%,29°C,partly cloudy,TRACE,VARIABLE 01 mph,-,2019-12-25 12:00:09,2019-12-25 12:00:09
178,Kaadehdhoo,0,06:04,18:10,04:10,97%,25°C,fine,TRACE,CALM,-,2019-12-26 00:00:10,2019-12-26 00:00:10
179,Kaadehdhoo,0,06:05,18:11,06:00,76%,30°C,partly cloudy,TRACE,ENE 03 mph,-,2019-12-26 12:00:04,2019-12-26 12:00:04
180,Kaadehdhoo,0,06:05,18:11,06:00,85%,28°C,partly cloudy,TRACE,ENE 05 mph,-,2019-12-27 00:00:05,2019-12-27 00:00:05
181,Kaadehdhoo,0,06:06,18:12,06:55,77%,31°C,fine,NIL,ENE 07 mph,-,2019-12-27 12:00:08,2019-12-27 12:00:08
182,Kaadehdhoo,0,06:06,18:12,06:55,82%,28°C,fine,NIL,ENE 05 mph,-,2019-12-28 00:00:10,2019-12-28 00:00:10
183,Kaadehdhoo,0,06:06,18:12,06:55,73%,31°C,fine,TRACE,NE 05 mph,-,2019-12-28 12:00:10,2019-12-28 12:00:10
184,Kaadehdhoo,0,06:06,18:12,06:55,85%,28°C,slight shower,TRACE,VARIABLE 02 mph,-,2019-12-29 00:00:04,2019-12-29 00:00:04
185,Kaadehdhoo,0,06:07,18:13,08:39,73%,30°C,fine,7.3 mm,ESE 07 mph,-,2019-12-29 12:00:03,2019-12-29 12:00:03
186,Kaadehdhoo,0,06:07,18:13,08:39,89%,28°C,thundershower,7.3 mm,NNE 04 mph,-,2019-12-30 00:00:05,2019-12-30 00:00:05
187,Kaadehdhoo,0,06:07,18:13,08:39,97%,26°C,slight rain,16.4 mm,WNW 06 mph,-,2019-12-30 12:00:05,2019-12-30 12:00:05
188,Kaadehdhoo,0,06:07,18:13,08:39,76%,30°C,partly cloudy,11.3 mm,ESE 05 mph,-,2019-12-31 12:00:11,2019-12-31 12:00:11
189,Kaadehdhoo,0,06:07,18:13,08:39,82%,28°C,fine,11.3 mm,E 05 mph,-,2020-01-01 00:00:04,2020-01-01 00:00:04
190,Kaadehdhoo,0,06:07,18:13,08:39,71%,31°C,fine,NIL,E 07 mph,-,2020-01-01 12:00:05,2020-01-01 12:00:05
191,Kaadehdhoo,0,06:07,18:13,08:39,80%,28°C,fine,NIL,ESE 03 mph,-,2020-01-02 00:00:11,2020-01-02 00:00:11
192,Kaadehdhoo,0,06:07,18:13,08:39,82%,30°C,fine,NIL,E 06 mph,-,2020-01-02 12:00:06,2020-01-02 12:00:06
193,Kaadehdhoo,0,06:07,18:13,08:39,80%,29°C,fine,NIL,E 06 mph,-,2020-01-03 00:00:09,2020-01-03 00:00:09
194,Kaadehdhoo,0,06:07,18:13,08:39,73%,31°C,fine,4.2 mm,ESE 05 mph,-,2020-01-03 12:00:06,2020-01-03 12:00:06
195,Kaadehdhoo,0,06:07,18:13,08:39,93%,26°C,fine,4.2 mm,CALM,-,2020-01-04 00:00:04,2020-01-04 00:00:04
196,Kaadehdhoo,0,06:07,18:13,08:39,70%,31°C,fine,NIL,ENE 03 mph,-,2020-01-04 12:00:05,2020-01-04 12:00:05
197,Kaadehdhoo,0,06:07,18:13,08:39,81%,28°C,fine,NIL,N 03 mph,-,2020-01-05 00:00:05,2020-01-05 00:00:05
198,Kaadehdhoo,0,06:07,18:13,08:39,75%,31°C,partly cloudy,NIL,ENE 06 mph,-,2020-01-05 12:00:05,2020-01-05 12:00:05
199,Kaadehdhoo,0,06:07,18:13,08:39,85%,28°C,partly cloudy,NIL,E 03 mph,-,2020-01-06 00:00:11,2020-01-06 00:00:11
200,Kaadehdhoo,0,06:07,18:13,08:39,76%,31°C,fine,2.6 mm,ENE 06 mph,-,2020-01-06 12:00:11,2020-01-06 12:00:11
201,Kaadehdhoo,0,06:07,18:13,08:39,93%,26°C,thundershower,2.6 mm,SSE 08 mph,-,2020-01-07 00:00:07,2020-01-07 00:00:07
202,Kaadehdhoo,0,06:07,18:13,08:39,73%,31°C,partly cloudy,47.3 mm,E 05 mph,-,2020-01-07 12:00:07,2020-01-07 12:00:07
203,Kaadehdhoo,0,06:07,18:13,08:39,82%,29°C,lightning,47.3 mm,E 06 mph,-,2020-01-08 00:00:06,2020-01-08 00:00:06
204,Kaadehdhoo,0,06:07,18:13,08:39,75%,31°C,fine,1.9 mm,NE 05 mph,-,2020-01-08 12:00:06,2020-01-08 12:00:06
205,Kaadehdhoo,0,06:07,18:13,08:39,85%,29°C,fine,1.9 mm,NNE 05 mph,-,2020-01-09 00:00:06,2020-01-09 00:00:06
206,Kaadehdhoo,0,06:07,18:13,08:39,76%,30°C,partly cloudy,TRACE,NNE 07 mph,-,2020-01-09 12:00:05,2020-01-09 12:00:05
207,Kaadehdhoo,0,06:07,18:13,08:39,82%,28°C,fine,TRACE,NNE 05 mph,-,2020-01-10 00:00:06,2020-01-10 00:00:06
208,Kaadehdhoo,0,06:07,18:13,08:39,74%,31°C,fine,0.6 mm,ENE 08 mph,-,2020-01-10 12:00:05,2020-01-10 12:00:05
209,Kaadehdhoo,0,06:07,18:13,08:39,80%,28°C,fine,0.6 mm,ENE 06 mph,-,2020-01-11 00:00:06,2020-01-11 00:00:06
210,Kaadehdhoo,0,06:07,18:13,08:39,72%,31°C,partly cloudy,NIL,ENE 07 mph,-,2020-01-11 12:00:09,2020-01-11 12:00:09
211,Kaadehdhoo,0,06:07,18:13,08:39,78%,30°C,partly cloudy,NIL,ENE 07 mph,-,2020-01-12 00:00:06,2020-01-12 00:00:06
212,Kaadehdhoo,0,06:07,18:13,08:39,78%,30°C,partly cloudy,0.2 mm,NE 06 mph,-,2020-01-12 12:00:05,2020-01-12 12:00:05
213,Kaadehdhoo,0,06:07,18:13,08:39,80%,29°C,cloudy,0.2 mm,NNE 05 mph,-,2020-01-13 00:00:06,2020-01-13 00:00:06
214,Kaadehdhoo,0,06:07,18:13,08:39,82%,28°C,cloudy,0.2 mm,NNE 06 mph,-,2020-01-13 12:00:05,2020-01-13 12:00:05
215,Kaadehdhoo,0,06:07,18:13,08:39,85%,29°C,cloudy,6.5 mm,NE 05 mph,-,2020-01-14 12:00:06,2020-01-14 12:00:06
216,Kaadehdhoo,0,06:07,18:13,08:39,70%,30°C,partly cloudy,1.2 mm,NNE 07 mph,-,2020-01-15 12:00:05,2020-01-15 12:00:05
217,Kaadehdhoo,0,06:07,18:13,08:39,75%,28°C,fine,1.2 mm,NNE 06 mph,-,2020-01-16 00:00:04,2020-01-16 00:00:04
218,Kaadehdhoo,0,06:07,18:13,08:39,74%,30°C,partly cloudy,1.2 mm,NNE 06 mph,-,2020-01-16 12:00:06,2020-01-16 12:00:06
219,Kaadehdhoo,0,06:07,18:13,08:39,77%,28°C,fine,1.2 mm,ENE 06 mph,-,2020-01-17 00:00:10,2020-01-17 00:00:10
220,Kaadehdhoo,0,06:07,18:13,08:39,71%,31°C,fine,TRACE,ENE 07 mph,-,2020-01-17 12:00:04,2020-01-17 12:00:04
221,Kaadehdhoo,0,06:07,18:13,08:39,79%,28°C,fine,TRACE,ENE 06 mph,-,2020-01-18 00:00:04,2020-01-18 00:00:04
222,Kaadehdhoo,0,06:07,18:13,08:39,75%,31°C,fine,NIL,ENE 07 mph,-,2020-01-18 12:00:10,2020-01-18 12:00:10
223,Kaadehdhoo,0,06:07,18:13,08:39,83%,29°C,fine,NIL,E 06 mph,-,2020-01-19 00:00:14,2020-01-19 00:00:14
224,Kaadehdhoo,0,06:07,18:13,08:39,75%,31°C,fine,NIL,E 06 mph,-,2020-01-19 12:00:08,2020-01-19 12:00:08
225,Kaadehdhoo,0,06:07,18:13,08:39,86%,29°C,fine,NIL,E 03 mph,-,2020-01-20 00:00:11,2020-01-20 00:00:11
226,Kaadehdhoo,0,06:07,18:13,08:39,88%,27°C,cloudy,NIL,N 05 mph,-,2020-01-20 12:00:04,2020-01-20 12:00:04
227,Kaadehdhoo,0,06:07,18:13,08:39,83%,29°C,partly cloudy,NIL,E 05 mph,-,2020-01-21 00:00:11,2020-01-21 00:00:11
228,Kaadehdhoo,0,06:07,18:13,08:39,81%,30°C,fine,28.6 mm,ENE 06 mph,-,2020-01-21 12:00:06,2020-01-21 12:00:06
229,Kaadehdhoo,0,06:07,18:13,08:39,85%,29°C,partly cloudy,28.6 mm,ENE 06 mph,-,2020-01-22 00:00:11,2020-01-22 00:00:11
230,Kaadehdhoo,0,06:07,18:13,08:39,80%,30°C,fine,1.2 mm,E 06 mph,-,2020-01-22 12:00:06,2020-01-22 12:00:06
231,Kaadehdhoo,0,06:07,18:13,08:39,83%,30°C,partly cloudy,NIL,E 09 mph,-,2020-01-23 12:00:05,2020-01-23 12:00:05
232,Kaadehdhoo,0,06:07,18:13,08:39,88%,29°C,thunder,NIL,ESE 09 mph,-,2020-01-24 00:00:07,2020-01-24 00:00:07
233,Kaadehdhoo,0,06:07,18:13,08:39,79%,31°C,partly cloudy,6.0 mm,E 06 mph,-,2020-01-24 12:00:04,2020-01-24 12:00:04
234,Kaadehdhoo,0,06:07,18:13,08:39,99%,26°C,thundershower,6.0 mm,WSW 03 mph,-,2020-01-25 00:00:10,2020-01-25 00:00:10
235,Kaadehdhoo,0,06:17,18:24,07:20,99%,26°C,thundershower,93.2 mm,E 06 mph,-,2020-01-25 12:00:09,2020-01-25 12:00:09
236,Kaadehdhoo,0,06:17,18:24,07:20,97%,26°C,partly cloudy,93.2 mm,CALM,-,2020-01-26 00:00:04,2020-01-26 00:00:04
237,Kaadehdhoo,0,06:17,18:24,07:20,82%,29°C,cloudy,61.1 mm,NNE 07 mph,-,2020-01-26 12:00:04,2020-01-26 12:00:04
238,Kaadehdhoo,0,06:17,18:24,07:20,84%,28°C,cloudy,61.1 mm,VARIABLE 02 mph,-,2020-01-27 00:00:09,2020-01-27 00:00:09
239,Kaadehdhoo,0,06:17,18:24,07:20,80%,29°C,partly cloudy,TRACE,NNE 06 mph,-,2020-01-27 12:00:11,2020-01-27 12:00:11
240,Kaadehdhoo,0,06:17,18:24,07:20,82%,28°C,cloudy,TRACE,NNE 06 mph,-,2020-01-28 00:00:09,2020-01-28 00:00:09
241,Kaadehdhoo,0,06:18,18:24,09:31,71%,30°C,partly cloudy,TRACE,NNE 09 mph,-,2020-01-28 12:00:10,2020-01-28 12:00:10
242,Kaadehdhoo,0,06:18,18:24,09:31,79%,28°C,fine,TRACE,NNE 07 mph,-,2020-01-29 00:00:11,2020-01-29 00:00:11
243,Kaadehdhoo,0,06:18,18:24,09:31,70%,30°C,fine,NIL,ENE 07 mph,-,2020-01-29 12:00:12,2020-01-29 12:00:12
244,Kaadehdhoo,0,06:18,18:24,09:31,76%,28°C,fine,NIL,NE 06 mph,-,2020-01-31 00:00:04,2020-01-31 00:00:04
245,Kaadehdhoo,0,06:18,18:24,09:31,71%,30°C,partly cloudy,NIL,NNE 07 mph,-,2020-01-31 12:00:06,2020-01-31 12:00:06
246,Kaadehdhoo,0,06:18,18:24,09:31,93%,26°C,slight shower,NIL,E 05 mph,-,2020-02-01 00:00:09,2020-02-01 00:00:09
247,Kaadehdhoo,0,06:18,18:24,09:31,70%,30°C,fine,1.1 mm,ENE 06 mph,-,2020-02-01 12:00:06,2020-02-01 12:00:06
248,Kaadehdhoo,0,06:18,18:24,09:31,75%,28°C,fine,1.1 mm,E 05 mph,-,2020-02-02 00:00:10,2020-02-02 00:00:10
249,Kaadehdhoo,0,06:19,18:25,13:02,69%,31°C,fine,1.1 mm,E 06 mph,-,2020-02-02 12:00:06,2020-02-02 12:00:06
250,Kaadehdhoo,0,06:19,18:25,13:02,77%,28°C,fine,1.1 mm,NE 05 mph,-,2020-02-03 00:00:06,2020-02-03 00:00:06
251,Kaadehdhoo,0,06:19,18:25,13:02,73%,30°C,fine,NIL,NNE 07 mph,-,2020-02-03 12:00:04,2020-02-03 12:00:04
252,Kaadehdhoo,0,06:19,18:25,13:02,82%,28°C,fine,NIL,ENE 05 mph,-,2020-02-04 00:00:11,2020-02-04 00:00:11
253,Kaadehdhoo,0,06:19,18:25,13:02,77%,28°C,fine,NIL,ENE 04 mph,-,2020-02-05 00:00:04,2020-02-05 00:00:04
254,Kaadehdhoo,0,06:19,18:25,13:02,77%,30°C,partly cloudy,NIL,NE 06 mph,-,2020-02-05 12:00:11,2020-02-05 12:00:11
255,Kaadehdhoo,0,06:19,18:25,13:02,83%,29°C,cloudy,NIL,ENE 07 mph,-,2020-02-06 00:00:05,2020-02-06 00:00:05
256,Kaadehdhoo,0,06:19,18:25,13:02,80%,30°C,partly cloudy,NIL,NNE 06 mph,-,2020-02-06 12:00:08,2020-02-06 12:00:08
257,Kaadehdhoo,0,06:19,18:25,13:02,88%,28°C,fine,NIL,VARIABLE 02 mph,-,2020-02-07 00:00:09,2020-02-07 00:00:09
258,Kaadehdhoo,0,06:19,18:25,13:02,86%,28°C,fine,NIL,NNE 04 mph,-,2020-02-08 00:00:07,2020-02-08 00:00:07
259,Kaadehdhoo,0,06:19,18:25,18:41,75%,30°C,fine,1.1 mm,NE 03 mph,-,2020-02-08 12:00:07,2020-02-08 12:00:07
260,Kaadehdhoo,0,06:19,18:25,18:41,82%,28°C,fine,1.1 mm,VARIABLE 02 mph,-,2020-02-09 00:00:05,2020-02-09 00:00:05
261,Kaadehdhoo,0,06:19,18:25,18:41,72%,31°C,fine,1.1 mm,NE 04 mph,-,2020-02-09 12:00:09,2020-02-09 12:00:09
262,Kaadehdhoo,0,06:19,18:25,18:41,82%,28°C,fine,1.1 mm,ENE 03 mph,-,2020-02-10 00:00:05,2020-02-10 00:00:05
263,Kaadehdhoo,0,06:19,18:26,20:33,72%,31°C,fine,NIL,ENE 07 mph,-,2020-02-10 12:00:07,2020-02-10 12:00:07
264,Kaadehdhoo,0,06:19,18:26,20:33,80%,29°C,fine,NIL,ENE 08 mph,-,2020-02-11 00:00:05,2020-02-11 00:00:05
265,Kaadehdhoo,0,06:19,18:26,21:26,72%,31°C,fine,NIL,ENE 09 mph,-,2020-02-11 12:00:05,2020-02-11 12:00:05
266,Kaadehdhoo,0,06:19,18:26,21:26,80%,29°C,fine,NIL,ENE 07 mph,-,2020-02-12 00:00:06,2020-02-12 00:00:06
267,Kaadehdhoo,0,06:19,18:26,21:26,77%,30°C,fine,NIL,NE 05 mph,-,2020-02-12 17:00:11,2020-02-12 17:00:11
268,Kaadehdhoo,0,06:19,18:26,21:26,82%,28°C,fine,NIL,NNE 06 mph,-,2020-02-13 05:00:05,2020-02-13 05:00:05
269,Kaadehdhoo,0,06:19,18:26,22:18,79%,31°C,partly cloudy,TRACE,NE 03 mph,-,2020-02-13 17:00:11,2020-02-13 17:00:11
270,Kaadehdhoo,0,06:19,18:26,22:18,85%,29°C,partly cloudy,TRACE,VARIABLE 02 mph,-,2020-02-14 17:00:05,2020-02-14 17:00:05
271,Kaadehdhoo,0,06:19,18:26,22:18,88%,28°C,fine,TRACE,VARIABLE 02 mph,-,2020-02-15 05:00:04,2020-02-15 05:00:04
272,Kaadehdhoo,0,06:19,18:26,22:18,73%,31°C,fine,TRACE,NNE 06 mph,-,2020-02-15 17:00:05,2020-02-15 17:00:05
273,Kaadehdhoo,0,06:19,18:26,22:18,83%,28°C,fine,TRACE,NNE 05 mph,-,2020-02-16 05:00:11,2020-02-16 05:00:11
274,Kaadehdhoo,0,06:19,18:25,00:01,74%,31°C,fine,0.6 mm,NE 05 mph,-,2020-02-16 17:00:06,2020-02-16 17:00:06
275,Kaadehdhoo,0,06:19,18:25,00:01,85%,29°C,fine,0.6 mm,E 04 mph,-,2020-02-17 05:00:05,2020-02-17 05:00:05
276,Kaadehdhoo,0,06:19,18:25,00:01,74%,31°C,fine,NIL,E 05 mph,-,2020-02-17 17:00:11,2020-02-17 17:00:11
277,Kaadehdhoo,0,06:19,18:25,00:01,88%,28°C,fine,NIL,E 03 mph,-,2020-02-18 05:00:09,2020-02-18 05:00:09
278,Kaadehdhoo,0,06:19,18:25,00:01,77%,31°C,partly cloudy,TRACE,ENE 05 mph,-,2020-02-18 17:00:05,2020-02-18 17:00:05
279,Kaadehdhoo,0,06:19,18:25,00:01,89%,28°C,fine,TRACE,NNE 06 mph,-,2020-02-19 05:00:04,2020-02-19 05:00:04
280,Kaadehdhoo,0,06:19,18:25,02:41,90%,28°C,cloudy,TRACE,NE 07 mph,-,2020-02-19 17:00:06,2020-02-19 17:00:06
281,Kaadehdhoo,0,06:19,18:25,02:41,85%,29°C,cloudy,TRACE,ENE 07 mph,-,2020-02-20 05:00:04,2020-02-20 05:00:04
282,Kaadehdhoo,0,06:19,18:25,03:34,78%,30°C,cloudy,13.9 mm,ENE 07 mph,-,2020-02-20 17:00:06,2020-02-20 17:00:06
283,Kaadehdhoo,0,06:19,18:25,03:34,83%,29°C,fine,13.9 mm,ENE 05 mph,-,2020-02-21 05:00:09,2020-02-21 05:00:09
284,Kaadehdhoo,0,06:18,18:25,04:26,91%,28°C,thunder,TRACE,VARIABLE 01 mph,-,2020-02-22 05:00:11,2020-02-22 05:00:11
285,Kaadehdhoo,0,06:18,18:25,05:15,92%,27°C,slight rain,TRACE,NE 05 mph,-,2020-02-22 17:00:05,2020-02-22 17:00:05
286,Kaadehdhoo,0,06:18,18:25,05:15,90%,27°C,partly cloudy,TRACE,ENE 04 mph,-,2020-02-23 05:00:09,2020-02-23 05:00:09
287,Kaadehdhoo,0,06:18,18:25,06:02,79%,31°C,fine,0.9 mm,E 05 mph,-,2020-02-23 17:00:05,2020-02-23 17:00:05
288,Kaadehdhoo,0,06:18,18:25,06:02,90%,27°C,cloudy,0.9 mm,ENE 13 mph,-,2020-02-24 05:00:04,2020-02-24 05:00:04
289,Kaadehdhoo,0,06:18,18:25,06:46,84%,30°C,partly cloudy,4.4 mm,ENE 07 mph,-,2020-02-24 17:00:04,2020-02-24 17:00:04
290,Kaadehdhoo,0,06:18,18:24,08:09,83%,30°C,partly cloudy,TRACE,NNE 08 mph,-,2020-02-26 17:00:05,2020-02-26 17:00:05
291,Kaadehdhoo,0,06:18,18:24,08:09,84%,29°C,cloudy,TRACE,NNE 08 mph,-,2020-02-27 05:00:05,2020-02-27 05:00:05
292,Kaadehdhoo,0,06:18,18:24,08:50,82%,30°C,cloudy,NIL,NNE 08 mph,-,2020-02-27 17:00:04,2020-02-27 17:00:04
293,Kaadehdhoo,0,06:18,18:24,08:50,85%,28°C,fine,NIL,NNE 08 mph,-,2020-02-28 05:00:07,2020-02-28 05:00:07
294,Kaadehdhoo,0,06:18,18:24,08:50,83%,29°C,cloudy,TRACE,N 09 mph,-,2020-02-28 17:00:04,2020-02-28 17:00:04
295,Kaadehdhoo,0,06:18,18:24,08:50,87%,28°C,partly cloudy,TRACE,N 06 mph,-,2020-02-29 05:00:04,2020-02-29 05:00:04
296,Kaadehdhoo,0,06:17,18:24,10:12,75%,30°C,partly cloudy,NIL,NNE 07 mph,-,2020-02-29 17:00:11,2020-02-29 17:00:11
297,Kaadehdhoo,0,06:17,18:24,10:12,81%,29°C,fine,NIL,NE 05 mph,-,2020-03-01 05:00:05,2020-03-01 05:00:05
298,Kaadehdhoo,0,06:17,18:24,10:12,73%,31°C,fine,NIL,E 05 mph,-,2020-03-01 17:00:05,2020-03-01 17:00:05
299,Kaadehdhoo,0,06:17,18:24,10:12,84%,29°C,fine,NIL,ESE 06 mph,-,2020-03-02 05:00:10,2020-03-02 05:00:10
300,Kaadehdhoo,0,06:17,18:24,10:12,73%,31°C,fine,NIL,ENE 06 mph,-,2020-03-02 17:00:04,2020-03-02 17:00:04
301,Kaadehdhoo,0,06:17,18:24,10:12,82%,29°C,fine,NIL,ESE 03 mph,-,2020-03-03 05:00:06,2020-03-03 05:00:06
302,Kaadehdhoo,0,06:16,18:23,12:33,79%,29°C,fine,NIL,VARIABLE 02 mph,-,2020-03-03 17:00:10,2020-03-03 17:00:10
303,Kaadehdhoo,0,06:16,18:23,12:33,87%,28°C,fine,NIL,NNW 05 mph,-,2020-03-04 05:00:06,2020-03-04 05:00:06
304,Kaadehdhoo,0,06:16,18:23,13:27,77%,31°C,fine,NIL,N 09 mph,-,2020-03-04 17:00:10,2020-03-04 17:00:10
305,Kaadehdhoo,0,06:16,18:23,13:27,80%,28°C,fine,NIL,N 06 mph,-,2020-03-05 05:00:10,2020-03-05 05:00:10
306,Kaadehdhoo,0,06:16,18:23,13:27,76%,30°C,fine,NIL,NNW 06 mph,-,2020-03-05 17:00:09,2020-03-05 17:00:09
307,Kaadehdhoo,0,06:16,18:23,13:27,87%,28°C,fine,NIL,VARIABLE 0 mph,-,2020-03-06 05:00:05,2020-03-06 05:00:05
308,Kaadehdhoo,0,06:16,18:23,13:27,75%,30°C,fine,NIL,NNW 05 mph,-,2020-03-06 17:00:13,2020-03-06 17:00:13
309,Kaadehdhoo,0,06:16,18:23,13:27,91%,26°C,fine,NIL,CALM,-,2020-03-07 05:00:05,2020-03-07 05:00:05
310,Kaadehdhoo,0,06:16,18:23,13:27,73%,30°C,fine,NIL,W 06 mph,-,2020-03-07 17:00:05,2020-03-07 17:00:05
311,Kaadehdhoo,0,06:16,18:23,13:27,82%,28°C,fine,NIL,VARIABLE 02 mph,-,2020-03-08 05:00:04,2020-03-08 05:00:04
312,Kaadehdhoo,0,06:15,18:22,17:19,73%,31°C,fine,NIL,NNE 04 mph,-,2020-03-08 17:00:10,2020-03-08 17:00:10
313,Kaadehdhoo,0,06:15,18:22,17:19,79%,29°C,fine,NIL,NNW 03 mph,-,2020-03-09 05:00:10,2020-03-09 05:00:10
314,Kaadehdhoo,0,06:15,18:22,17:19,73%,31°C,fine,0.1 mm,N 07 mph,-,2020-03-09 17:00:10,2020-03-09 17:00:10
315,Kaadehdhoo,0,06:15,18:22,17:19,79%,29°C,fine,0.1 mm,N 07 mph,-,2020-03-10 05:00:18,2020-03-10 05:00:18
316,Kaadehdhoo,0,06:15,18:22,19:11,81%,29°C,fine,0.1 mm,N 06 mph,-,2020-03-10 17:00:06,2020-03-10 17:00:06
317,Kaadehdhoo,0,06:15,18:22,19:11,84%,29°C,fine,0.1 mm,VARIABLE 02 mph,-,2020-03-11 05:00:09,2020-03-11 05:00:09
318,Kaadehdhoo,0,06:14,18:21,20:05,73%,32°C,fine,NIL,NE 03 mph,-,2020-03-11 17:00:10,2020-03-11 17:00:10
319,Kaadehdhoo,0,06:14,18:21,20:05,83%,29°C,fine,NIL,NE 04 mph,-,2020-03-12 05:00:06,2020-03-12 05:00:06
320,Kaadehdhoo,0,06:14,18:21,20:05,69%,32°C,fine,NIL,NE 06 mph,-,2020-03-12 17:00:05,2020-03-12 17:00:05
321,Kaadehdhoo,0,06:14,18:21,20:05,75%,29°C,fine,NIL,VARIABLE 02 mph,-,2020-03-13 05:00:12,2020-03-13 05:00:12
322,Kaadehdhoo,0,06:14,18:21,20:05,73%,31°C,fine,NIL,NE 07 mph,-,2020-03-13 17:00:05,2020-03-13 17:00:05
323,Kaadehdhoo,0,06:14,18:21,20:05,80%,28°C,fine,NIL,ENE 03 mph,-,2020-03-14 05:00:10,2020-03-14 05:00:10
324,Kaadehdhoo,0,06:14,18:21,22:47,70%,31°C,fine,NIL,NE 05 mph,-,2020-03-14 17:00:06,2020-03-14 17:00:06
325,Kaadehdhoo,0,06:13,18:20,23:42,71%,31°C,fine,NIL,NNE 05 mph,-,2020-03-15 17:00:04,2020-03-15 17:00:04
326,Kaadehdhoo,0,06:13,18:20,23:42,94%,25°C,fine,NIL,VARIABLE 01 mph,-,2020-03-16 05:00:09,2020-03-16 05:00:09
327,Kaadehdhoo,0,06:13,18:20,23:42,69%,31°C,fine,NIL,N 05 mph,-,2020-03-16 17:00:09,2020-03-16 17:00:09
328,Kaadehdhoo,0,06:13,18:20,23:42,80%,29°C,fine,NIL,VARIABLE 02 mph,-,2020-03-17 05:00:09,2020-03-17 05:00:09
329,Kaadehdhoo,0,06:13,18:20,00:37,74%,32°C,fine,NIL,NE 07 mph,-,2020-03-17 17:00:06,2020-03-17 17:00:06
330,Kaadehdhoo,0,06:13,18:20,00:37,80%,30°C,fine,NIL,E 10 mph,-,2020-03-18 05:00:03,2020-03-18 05:00:03
331,Kaadehdhoo,0,06:13,18:20,00:37,73%,33°C,fine,NIL,E 06 mph,-,2020-03-18 17:00:05,2020-03-18 17:00:05
332,Kaadehdhoo,0,06:13,18:20,00:37,86%,29°C,fine,NIL,E 03 mph,-,2020-03-19 05:00:03,2020-03-19 05:00:03
333,Kaadehdhoo,0,06:12,18:19,02:23,95%,26°C,partly cloudy,9.9 mm,WSW 06 mph,-,2020-03-20 05:00:06,2020-03-20 05:00:06
334,Kaadehdhoo,0,06:12,18:19,03:13,95%,26°C,fine,48.5 mm,CALM,-,2020-03-21 05:00:03,2020-03-21 05:00:03
335,Kaadehdhoo,0,06:11,18:19,04:00,76%,31°C,fine,NIL,NNE 03 mph,-,2020-03-21 17:00:10,2020-03-21 17:00:10
336,Kaadehdhoo,0,06:11,18:19,04:00,78%,29°C,fine,NIL,NE 03 mph,-,2020-03-22 05:00:06,2020-03-22 05:00:06
337,Kaadehdhoo,0,06:11,18:19,04:00,69%,31°C,fine,NIL,ENE 03 mph,-,2020-03-22 17:00:07,2020-03-22 17:00:07
338,Kaadehdhoo,0,06:11,18:19,04:00,91%,26°C,fine,NIL,VARIABLE 02 mph,-,2020-03-23 05:00:05,2020-03-23 05:00:05
339,Kaadehdhoo,0,06:11,18:19,04:00,73%,31°C,fine,NIL,NE 03 mph,-,2020-03-23 17:00:03,2020-03-23 17:00:03
340,Kaadehdhoo,0,06:11,18:19,04:00,83%,29°C,fine,NIL,N 03 mph,-,2020-03-24 05:00:04,2020-03-24 05:00:04
341,Kaadehdhoo,0,06:11,18:18,06:08,76%,31°C,partly cloudy,TRACE,N 06 mph,-,2020-03-24 17:00:09,2020-03-24 17:00:09
342,Kaadehdhoo,0,06:11,18:18,06:08,81%,29°C,fine,TRACE,N 03 mph,-,2020-03-25 05:00:04,2020-03-25 05:00:04
343,Kaadehdhoo,0,06:11,18:18,06:08,67%,31°C,fine,TRACE,N 04 mph,-,2020-03-25 17:00:08,2020-03-25 17:00:08
344,Kaadehdhoo,0,06:10,18:17,07:29,70%,32°C,fine,NIL,ENE 05 mph,-,2020-03-26 17:00:08,2020-03-26 17:00:08
345,Kaadehdhoo,0,06:10,18:17,07:29,76%,29°C,fine,NIL,ENE 06 mph,-,2020-03-27 05:00:05,2020-03-27 05:00:05
