id,stationname,hastide,sunrise,sunset,moonrise,humidity,temperature,description,rainamount,wind,sunshine,created_at,updated_at
185,Gan,1,06:02,18:12,05:02,84%,27°C,slight shower,12.4 mm,NNE 06 mph,4:12,2019-12-25 00:00:06,2019-12-25 00:00:06
186,Gan,1,06:02,18:12,05:02,93%,26°C,cloudy,15.1 mm,SSW 07 mph,4:12,2019-12-25 12:00:10,2019-12-25 12:00:10
187,Gan,1,06:02,18:12,05:02,93%,26°C,partly cloudy,15.1 mm,VARIABLE 02 mph,0:0,2019-12-26 00:00:05,2019-12-26 00:00:05
188,Gan,1,06:02,18:13,05:57,78%,30°C,cloudy,5.9 mm,NE 05 mph,0:0,2019-12-26 12:00:05,2019-12-26 12:00:05
189,Gan,1,06:02,18:13,05:57,85%,28°C,fine,5.9 mm,E 03 mph,7:24,2019-12-27 00:00:09,2019-12-27 00:00:09
190,Gan,1,05:46,17:55,13:38,73%,31°C,fine,NIL,E 09 mph,7:24,2019-12-27 12:00:10,2019-12-27 12:00:10
191,Gan,1,06:03,18:14,07:46,85%,28°C,fine,NIL,E 06 mph,9:36,2019-12-28 00:00:10,2019-12-28 00:00:10
192,Gan,1,06:03,18:14,07:46,92%,25°C,slight rain,13.0 mm,NE 06 mph,9:36,2019-12-28 12:00:05,2019-12-28 12:00:05
193,Gan,1,06:03,18:14,07:46,90%,27°C,cloudy,13.0 mm,S 06 mph,3:12,2019-12-29 00:00:09,2019-12-29 00:00:09
194,Gan,1,06:04,18:14,08:37,71%,30°C,fine,13.4 mm,E 05 mph,3:12,2019-12-29 12:00:05,2019-12-29 12:00:05
195,Gan,1,06:04,18:14,08:37,89%,26°C,partly cloudy,13.4 mm,ESE 03 mph,3:48,2019-12-30 00:00:12,2019-12-30 00:00:12
196,Gan,1,06:04,18:14,08:37,78%,31°C,cloudy,TRACE,W 07 mph,3:48,2019-12-30 12:00:05,2019-12-30 12:00:05
197,Gan,1,06:05,18:15,10:10,91%,26°C,partly cloudy,TRACE,E 03 mph,3:48,2019-12-31 00:00:05,2019-12-31 00:00:05
198,Gan,1,06:05,18:15,10:10,89%,27°C,partly cloudy,4.4 mm,CALM,6:06,2020-01-01 00:00:04,2020-01-01 00:00:04
199,Gan,1,06:05,18:16,10:53,93%,26°C,cloudy,18.5 mm,E 05 mph,6:06,2020-01-01 12:00:09,2020-01-01 12:00:09
200,Gan,1,06:05,18:16,10:53,90%,27°C,partly cloudy,18.5 mm,E 04 mph,2:54,2020-01-02 00:00:08,2020-01-02 00:00:08
201,Gan,1,06:05,18:16,10:53,74%,31°C,fine,15.9 mm,E 07 mph,2:54,2020-01-02 12:00:05,2020-01-02 12:00:05
202,Gan,1,06:06,18:17,12:16,88%,28°C,fine,15.9 mm,E 05 mph,2:54,2020-01-03 00:00:06,2020-01-03 00:00:06
203,Gan,1,06:06,18:17,12:16,68%,31°C,fine,4.5 mm,E 06 mph,2:54,2020-01-03 12:00:05,2020-01-03 12:00:05
204,Gan,1,06:06,18:17,12:16,89%,26°C,fine,4.5 mm,CALM,9:54,2020-01-04 00:00:06,2020-01-04 00:00:06
205,Gan,1,06:07,18:17,12:57,79%,29°C,fine,NIL,VARIABLE 02 mph,9:54,2020-01-04 12:00:04,2020-01-04 12:00:04
206,Gan,1,06:07,18:17,12:57,87%,27°C,fine,NIL,W 03 mph,7:18,2020-01-05 00:00:07,2020-01-05 00:00:07
207,Gan,1,06:07,18:17,13:40,100%,25°C,modrate rain,34.8 mm,NNW 07 mph,7:18,2020-01-05 12:00:10,2020-01-05 12:00:10
208,Gan,1,06:07,18:17,13:40,98%,26°C,cloudy,34.8 mm,ESE 03 mph,1:54,2020-01-06 00:00:12,2020-01-06 00:00:12
209,Gan,1,06:08,18:18,14:25,94%,27°C,cloudy,76.4 mm,VARIABLE 02  mph,1:54,2020-01-06 12:00:09,2020-01-06 12:00:09
210,Gan,1,06:08,18:18,14:25,97%,26°C,cloudy,76.4 mm,NE 08 mph,1:18,2020-01-07 00:00:11,2020-01-07 00:00:11
211,Gan,1,06:08,18:18,15:14,74%,30°C,partly cloudy,51.4 mm,E 07 mph,1:18,2020-01-07 12:00:05,2020-01-07 12:00:05
212,Gan,1,06:08,18:18,15:14,84%,28°C,cloudy,51.4 mm,E 03 mph,5:12,2020-01-08 00:00:10,2020-01-08 00:00:10
213,Gan,1,06:09,18:19,16:07,74%,31°C,fine,6.5 mm,NE 06 mph,5:12,2020-01-08 12:00:04,2020-01-08 12:00:04
214,Gan,1,06:09,18:19,16:07,83%,29°C,fine,6.5 mm,ENE 06 mph,10:30,2020-01-09 00:00:07,2020-01-09 00:00:07
215,Gan,1,06:09,18:19,17:03,94%,27°C,slight rain,17.4 mm,NE 15 mph,10:30,2020-01-09 12:00:06,2020-01-09 12:00:06
216,Gan,1,06:09,18:19,17:03,82%,29°C,fine,17.4 mm,NE 07 mph,0:06,2020-01-10 00:00:06,2020-01-10 00:00:06
217,Gan,1,06:09,18:20,18:02,75%,30°C,partly cloudy,12.9 mm,NE 10 mph,0:06,2020-01-10 12:00:03,2020-01-10 12:00:03
218,Gan,1,06:09,18:20,18:02,80%,29°C,partly cloudy,12.9 mm,ENE 07 mph,6:24,2020-01-11 00:00:11,2020-01-11 00:00:11
219,Gan,1,06:10,18:20,19:02,75%,30°C,fine,NIL,NE 09 mph,6:24,2020-01-11 12:00:12,2020-01-11 12:00:12
220,Gan,1,06:10,18:20,19:02,79%,29°C,cloudy,NIL,NE 14 mph,0:30,2020-01-12 00:00:06,2020-01-12 00:00:06
221,Gan,1,06:10,18:20,20:00,74%,30°C,cloudy,0.3 mm,NE 12 mph,0:30,2020-01-12 12:00:07,2020-01-12 12:00:07
222,Gan,1,06:10,18:20,20:00,90%,26°C,slight shower,0.3 mm,ESE 07 mph,0:12,2020-01-13 00:00:07,2020-01-13 00:00:07
223,Gan,1,06:11,18:21,20:57,90%,26°C,slight rain,8.0 mm,W 14 mph,0:12,2020-01-13 12:00:06,2020-01-13 12:00:06
224,Gan,1,06:11,18:21,21:51,83%,28°C,fine,1.5 mm,NE 05 mph,0:0,2020-01-14 12:00:09,2020-01-14 12:00:09
225,Gan,1,06:11,18:21,22:42,89%,27°C,cloudy,1.5 mm,NE 07 mph,4:30,2020-01-15 00:00:06,2020-01-15 00:00:06
226,Gan,1,06:11,18:21,22:42,72%,30°C,cloudy,15.3 mm,NNE 06 mph,4:30,2020-01-15 12:00:09,2020-01-15 12:00:09
227,Gan,1,06:11,18:21,22:42,79%,28°C,fine,15.3 mm,N 05 mph,3:36,2020-01-16 00:00:06,2020-01-16 00:00:06
228,Gan,1,06:12,18:22,23:32,71%,31°C,fine,NIL,NE 07 mph,3:36,2020-01-16 12:00:05,2020-01-16 12:00:05
229,Gan,1,06:12,18:22,00:00,77%,28°C,fine,NIL,NE 11 mph,10:0,2020-01-17 00:00:06,2020-01-17 00:00:06
230,Gan,1,06:12,18:22,00:00,69%,31°C,fine,NIL,ENE09 mph,10:0,2020-01-17 12:00:05,2020-01-17 12:00:05
231,Gan,1,06:12,18:22,00:00,78%,29°C,fine,NIL,ENE 08 mph,10:18,2020-01-18 00:00:10,2020-01-18 00:00:10
232,Gan,1,06:12,18:22,00:00,73%,31°C,fine,NIL,E 07 mph,10:18,2020-01-18 12:00:06,2020-01-18 12:00:06
233,Gan,1,06:13,18:23,01:11,77%,31°C,fine,NIL,E 06 mph,10:54,2020-01-19 12:00:14,2020-01-19 12:00:14
234,Gan,1,06:13,18:23,01:11,90%,28°C,fine,NIL,SSE 05 mph,8:24,2020-01-20 00:00:10,2020-01-20 00:00:10
235,Gan,1,06:13,18:23,02:02,76%,30°C,fine,TRACE,E 11 mph,8:24,2020-01-20 12:00:09,2020-01-20 12:00:09
236,Gan,1,06:14,18:23,02:55,82%,29°C,partly cloudy,NIL,E 06 mph,11:30,2020-01-22 00:00:04,2020-01-22 00:00:04
237,Gan,1,06:14,18:24,05:00,76%,31°C,fine,TRACE,E 10 mph,11:30,2020-01-22 12:00:11,2020-01-22 12:00:11
238,Gan,1,06:14,18:24,05:00,82%,29°C,fine,TRACE,E 08 mph,10:54,2020-01-23 00:00:10,2020-01-23 00:00:10
239,Gan,1,06:14,18:24,04:43,79%,31°C,fine,1.4 mm,E 10 mph,10:54,2020-01-23 12:00:10,2020-01-23 12:00:10
240,Gan,1,06:14,18:24,04:43,85%,28°C,fine,1.4 mm,ESE 10 mph,9:12,2020-01-24 00:00:08,2020-01-24 00:00:08
241,Gan,1,06:14,18:24,05:37,81%,31°C,fine,0.5 mm,SSE 09 mph,9:12,2020-01-24 12:00:08,2020-01-24 12:00:08
242,Gan,1,06:14,18:24,05:37,94%,27°C,thunder,0.5 mm,N 05 mph,5:06,2020-01-25 00:00:06,2020-01-25 00:00:06
243,Gan,1,06:15,18:24,06:28,85%,29°C,cloudy,19.4 mm,NE 06 mph,5:06,2020-01-25 12:00:06,2020-01-25 12:00:06
244,Gan,1,06:15,18:24,06:28,83%,28°C,partly cloudy,19.4 mm,NW 06 mph,3:30,2020-01-26 00:00:05,2020-01-26 00:00:05
245,Gan,1,06:15,18:24,07:18,80%,30°C,fine,0.1 mm,N 07 mph,3:30,2020-01-26 12:00:05,2020-01-26 12:00:05
246,Gan,1,06:15,18:25,08:04,87%,27°C,lightning,0.1 mm,SSE 03 mph,4:12,2020-01-27 00:00:09,2020-01-27 00:00:09
247,Gan,1,06:15,18:25,08:04,78%,30°C,cloudy,1.0 mm,NNE 08 mph,4:12,2020-01-27 12:00:06,2020-01-27 12:00:06
248,Gan,1,06:15,18:25,08:04,83%,28°C,lightning,1.0 mm,N 07 mph,1:12,2020-01-28 00:00:13,2020-01-28 00:00:13
249,Gan,1,06:15,18:25,08:04,75%,30°C,cloudy,TRACE,NNE 09 mph,1:12,2020-01-28 12:00:05,2020-01-28 12:00:05
250,Gan,1,06:15,18:25,08:04,80%,28°C,fine,TRACE,NE 08 mph,5:12,2020-01-29 00:00:10,2020-01-29 00:00:10
251,Gan,1,06:16,18:25,09:30,71%,30°C,fine,NIL,ENE 10 mph,5:12,2020-01-29 12:00:11,2020-01-29 12:00:11
252,Gan,1,06:16,18:25,09:30,78%,29°C,fine,NIL,NNE 06 mph,7:36,2020-01-30 00:00:06,2020-01-30 00:00:06
253,Gan,1,06:16,18:25,10:11,72%,30°C,partly cloudy,NIL,NE 08 mph,7:36,2020-01-30 12:00:09,2020-01-30 12:00:09
254,Gan,1,06:16,18:25,10:11,79%,28°C,fine,NIL,NE 10 mph,4:30,2020-01-31 00:00:04,2020-01-31 00:00:04
255,Gan,1,06:16,18:25,10:52,69%,30°C,fine,NIL,NE 08 mph,4:30,2020-01-31 12:00:04,2020-01-31 12:00:04
256,Gan,1,06:16,18:25,10:52,77%,28°C,fine,NIL,NE 07 mph,11:0,2020-02-01 00:00:11,2020-02-01 00:00:11
257,Gan,1,06:16,18:26,12:17,78%,28°C,fine,NIL,ENE 07 mph,9:56,2020-02-02 00:00:05,2020-02-02 00:00:05
258,Gan,1,06:16,18:26,12:17,68%,30°C,fine,NIL,ENE 09 mph,9:56,2020-02-02 12:00:05,2020-02-02 12:00:05
259,Gan,1,06:16,18:26,12:17,88%,27°C,slight shower,NIL,VARIABLE 02 mph,10:30,2020-02-03 00:00:06,2020-02-03 00:00:06
260,Gan,1,06:16,18:26,13:03,71%,31°C,fine,0.2 mm,NE 08 mph,10:30,2020-02-03 12:00:05,2020-02-03 12:00:05
261,Gan,1,06:16,18:26,13:03,80%,29°C,partly cloudy,0.2 mm,NE 08 mph,11:06,2020-02-04 00:00:11,2020-02-04 00:00:11
262,Gan,1,06:17,18:26,13:53,80%,28°C,fine,NIL,ENE 03 mph,10:0,2020-02-05 00:00:11,2020-02-05 00:00:11
263,Gan,1,06:17,18:26,14:46,77%,30°C,fine,NIL,ENE 09 mph,10:0,2020-02-05 12:00:08,2020-02-05 12:00:08
264,Gan,1,06:17,18:26,14:46,85%,28°C,cloudy,NIL,E 08 mph,8:24,2020-02-06 00:00:06,2020-02-06 00:00:06
265,Gan,1,06:17,18:26,15:43,73%,31°C,fine,TRACE,ENE 12 mph,8:24,2020-02-06 12:00:06,2020-02-06 12:00:06
266,Gan,1,06:17,18:26,16:43,86%,28°C,fine,TRACE,E 05 mph,9:06,2020-02-07 00:00:04,2020-02-07 00:00:04
267,Gan,1,06:17,18:26,16:43,72%,31°C,fine,NIL,ENE 09 mph,9:06,2020-02-07 12:00:06,2020-02-07 12:00:06
268,Gan,1,06:17,18:26,16:43,83%,29°C,cloudy,NIL,SW 12 mph,9:06,2020-02-08 00:00:05,2020-02-08 00:00:05
269,Gan,1,06:17,18:26,17:43,73%,30°C,fine,10.1 mm,NNE 06 mph,9:06,2020-02-08 12:00:07,2020-02-08 12:00:07
270,Gan,1,06:17,18:26,17:43,85%,29°C,fine,10.1 mm,ENE 06 mph,10:48,2020-02-09 00:00:06,2020-02-09 00:00:06
271,Gan,1,06:17,18:26,18:42,69%,31°C,fine,NIL,NNE 06 mph,10:48,2020-02-09 12:00:05,2020-02-09 12:00:05
272,Gan,1,06:17,18:26,18:42,80%,29°C,fine,NIL,ENE 06 mph,9:0,2020-02-10 00:00:05,2020-02-10 00:00:05
273,Gan,1,06:17,18:19,19:38,74%,31°C,fine,NIL,ENE 10 mph,9:0,2020-02-10 12:00:06,2020-02-10 12:00:06
274,Gan,1,06:17,18:19,19:38,81%,29°C,fine,NIL,ENE 11 mph,9:24,2020-02-11 00:00:04,2020-02-11 00:00:04
275,Gan,1,06:17,18:26,20:33,73%,31°C,hazy,NIL,ENE 11 mph,9:24,2020-02-11 12:00:04,2020-02-11 12:00:04
276,Gan,1,06:17,18:26,21:25,83%,28°C,fine,NIL,ENE 09 mph,10:24,2020-02-12 01:09:36,2020-02-12 01:09:36
277,Gan,1,06:17,18:26,21:25,75%,31°C,windy,NIL,ENE 15 mph,10:24,2020-02-12 17:00:04,2020-02-12 17:00:04
278,Gan,1,06:17,18:26,21:25,83%,29°C,fine,NIL,ENE 07 mph,9:42,2020-02-13 05:00:10,2020-02-13 05:00:10
279,Gan,1,06:17,18:26,22:17,76%,30°C,fine,NIL,ENE 06 mph,9:42,2020-02-13 17:00:07,2020-02-13 17:00:07
280,Gan,1,06:17,18:26,22:17,84%,29°C,fine,NIL,ENE 07 mph,9:18,2020-02-14 05:00:04,2020-02-14 05:00:04
281,Gan,1,06:17,18:26,23:08,74%,31°C,fine,NIL,NE 07 mph,9:18,2020-02-14 17:00:04,2020-02-14 17:00:04
282,Gan,1,06:17,18:26,23:08,82%,29°C,fine,NIL,NE 03 mph,11:24,2020-02-15 05:00:05,2020-02-15 05:00:05
283,Gan,1,06:17,18:26,23:59,75%,31°C,fine,NIL,N 06 mph,11:24,2020-02-15 17:00:04,2020-02-15 17:00:04
284,Gan,1,06:17,18:26,00:00,84%,29°C,fine,NIL,NE 06 mph,11:36,2020-02-16 05:00:07,2020-02-16 05:00:07
285,Gan,1,06:17,18:26,00:00,78%,30°C,partly cloudy,TRACE,NE 05 mph,11:36,2020-02-16 17:00:07,2020-02-16 17:00:07
286,Gan,1,06:17,18:26,00:00,82%,29°C,fine,TRACE,E 05 mph,10:30,2020-02-17 05:00:05,2020-02-17 05:00:05
287,Gan,1,06:17,18:26,00:00,73%,31°C,fine,0.6 mm,ENE 08 mph,10:30,2020-02-17 17:00:07,2020-02-17 17:00:07
288,Gan,1,06:17,18:26,01:45,87%,28°C,fine,0.6 mm,E 03 mph,10:54,2020-02-18 05:00:05,2020-02-18 05:00:05
289,Gan,1,06:17,18:26,01:45,76%,31°C,fine,TRACE,ENE 08 mph,10:54,2020-02-18 17:00:09,2020-02-18 17:00:09
290,Gan,1,06:17,18:26,01:45,85%,29°C,fine,0.2 mm,NE 06 mph,10:0,2020-02-19 05:00:05,2020-02-19 05:00:05
291,Gan,1,06:17,18:25,02:39,72%,31°C,fine,0.2 mm,NE 08 mph,10:0,2020-02-19 17:00:05,2020-02-19 17:00:05
292,Gan,1,06:17,18:25,02:39,84%,29°C,cloudy,0.2 mm,NE 09 mph,6:0,2020-02-20 05:00:10,2020-02-20 05:00:10
293,Gan,1,06:17,18:25,03:32,69%,31°C,fine,TRACE,ENE 12 mph,6:0,2020-02-20 17:00:07,2020-02-20 17:00:07
294,Gan,1,06:17,18:25,03:32,81%,29°C,fine,TRACE,ENE 08 mph,10:18,2020-02-21 05:00:04,2020-02-21 05:00:04
295,Gan,1,06:17,18:25,05:13,86%,28°C,cloudy,NIL,S 07 mph,3:30,2020-02-22 05:00:13,2020-02-22 05:00:13
296,Gan,1,06:17,18:25,05:13,85%,29°C,cloudy,35.6 mm,NE 08 mph,3:30,2020-02-22 17:00:05,2020-02-22 17:00:05
297,Gan,1,06:17,18:25,05:13,91%,28°C,partly cloudy,35.6 mm,ENE 07 mph,1:0,2020-02-23 05:00:04,2020-02-23 05:00:04
298,Gan,1,05:00,18:25,06:00,69%,31°C,fine,NIL,E 07 mph,1:0,2020-02-23 17:00:04,2020-02-23 17:00:04
299,Gan,1,06:16,18:25,06:45,75%,31°C,fine,NIL,E 7 mph,10:24,2020-02-24 17:00:10,2020-02-24 17:00:10
300,Gan,1,06:16,18:25,06:45,92%,27°C,cloudy,NIL,E 03 mph,7:18,2020-02-25 05:00:11,2020-02-25 05:00:11
301,Gan,1,06:16,18:25,07:27,84%,30°C,fine,16.6 mm,ENE 08 mph,7:18,2020-02-25 17:00:05,2020-02-25 17:00:05
302,Gan,1,06:16,18:25,07:27,85%,28°C,lightning,16.6 mm,NE 08 mph,10:30,2020-02-26 05:00:09,2020-02-26 05:00:09
303,Gan,1,06:16,18:24,08:09,88%,29°C,slight rain,16.6 mm,ENE 06 mph,10:30,2020-02-26 17:00:05,2020-02-26 17:00:05
304,Gan,1,06:16,18:24,08:09,90%,28°C,cloudy,16.6 mm,NE 06 mph,0:0,2020-02-27 05:00:10,2020-02-27 05:00:10
305,Gan,1,06:16,18:24,08:49,87%,28°C,cloudy,94.5 mm,N 05 mph,0:0,2020-02-27 17:00:09,2020-02-27 17:00:09
306,Gan,1,06:16,18:24,08:49,75%,32°C,partly cloudy,1.8 mm,NNE 07 mph,0:0,2020-02-28 17:00:05,2020-02-28 17:00:05
307,Gan,1,06:16,18:24,10:13,76%,30°C,partly cloudy,NIL,N 07 mph,2:48,2020-02-29 17:00:12,2020-02-29 17:00:12
308,Gan,1,06:16,18:24,10:13,80%,29°C,fine,NIL,ENE 08 mph,8:48,2020-03-01 05:00:10,2020-03-01 05:00:10
309,Gan,1,06:16,18:24,10:57,72%,31°C,fine,NIL,ENE 09 mph,8:48,2020-03-01 17:00:11,2020-03-01 17:00:11
310,Gan,1,06:16,18:24,10:57,79%,29°C,fine,NIL,E 05 mph,9:30,2020-03-02 05:00:05,2020-03-02 05:00:05
311,Gan,1,06:15,18:23,11:44,73%,31°C,fine,NIL,NE 07 mph,9:30,2020-03-02 17:00:10,2020-03-02 17:00:10
312,Gan,1,06:15,18:23,12:34,84%,29°C,fine,NIL,E 05 mph,6:18,2020-03-03 05:00:10,2020-03-03 05:00:10
313,Gan,1,06:15,18:23,12:34,73%,31°C,fine,NIL,NNE 06 mph,6:18,2020-03-03 17:00:09,2020-03-03 17:00:09
314,Gan,1,06:15,18:23,13:28,78%,29°C,partly cloudy,NIL,N 07 mph,9:06,2020-03-04 05:00:06,2020-03-04 05:00:06
315,Gan,1,06:15,18:23,13:28,74%,31°C,fine,NIL,N 07 mph,9:06,2020-03-04 17:00:10,2020-03-04 17:00:10
316,Gan,1,06:15,18:23,14:25,79%,29°C,fine,NIL,N 06 mph,7:06,2020-03-05 05:00:06,2020-03-05 05:00:06
317,Gan,1,06:15,18:23,14:25,74%,31°C,hazy,NIL,N 05 mph,7:06,2020-03-05 17:00:05,2020-03-05 17:00:05
318,Gan,1,06:15,18:23,14:25,81%,29°C,fine,NIL,NE 03 mph,10:30,2020-03-06 05:00:05,2020-03-06 05:00:05
319,Gan,1,06:15,18:22,15:23,76%,31°C,fine,NIL,NNW 05 mph,10:30,2020-03-06 17:00:06,2020-03-06 17:00:06
320,Gan,1,06:15,18:22,15:23,80%,28°C,fine,NIL,WNW 05 mph,9:0,2020-03-07 05:00:03,2020-03-07 05:00:03
321,Gan,1,06:14,18:22,16:22,74%,30°C,fine,NIL,NW 07 mph,9:0,2020-03-07 17:00:05,2020-03-07 17:00:05
322,Gan,1,05:00,18:22,17:20,86%,27°C,fine,NIL,CALM,10:54,2020-03-08 05:00:05,2020-03-08 05:00:05
323,Gan,1,05:00,18:22,17:20,70%,30°C,fine,NIL,NNE 03 mph,10:54,2020-03-08 17:00:11,2020-03-08 17:00:11
324,Gan,1,05:00,18:22,17:20,76%,29°C,fine,NIL,NNW 05 mph,10:54,2020-03-09 05:00:04,2020-03-09 05:00:04
325,Gan,1,05:00,18:22,17:20,68%,31°C,fine,NIL,NE 07 mph,10:54,2020-03-09 17:00:05,2020-03-09 17:00:05
326,Gan,1,06:14,18:21,19:11,74%,31°C,fine,NIL,NNE 07 mph,8:54,2020-03-10 17:00:07,2020-03-10 17:00:07
327,Gan,1,06:14,18:21,19:11,79%,29°C,fine,NIL,NNE 05 mph,10:54,2020-03-11 05:00:05,2020-03-11 05:00:05
328,Gan,1,06:13,18:21,20:04,70%,32°C,fine,NIL,ENE 07 mph,10:54,2020-03-11 17:00:04,2020-03-11 17:00:04
329,Gan,1,06:13,18:21,20:04,77%,29°C,fine,NIL,ENE 05 mph,10:0,2020-03-12 05:00:09,2020-03-12 05:00:09
330,Gan,1,06:13,18:21,20:57,68%,31°C,fine,NIL,ENE 06 mph,10:0,2020-03-12 17:00:05,2020-03-12 17:00:05
331,Gan,1,06:13,18:20,21:51,75%,29°C,fine,NIL,ENE 07 mph,11:06,2020-03-13 05:00:10,2020-03-13 05:00:10
332,Gan,1,06:13,18:20,21:51,67%,31°C,fine,NIL,E 08 mph,11:06,2020-03-13 17:00:04,2020-03-13 17:00:04
333,Gan,1,06:13,18:20,21:51,77%,28°C,fine,NIL,E 05 mph,10:54,2020-03-14 05:00:04,2020-03-14 05:00:04
334,Gan,1,06:13,18:20,21:51,72%,30°C,fine,NIL,NE 06 mph,10:54,2020-03-14 17:00:06,2020-03-14 17:00:06
335,Gan,1,06:12,18:20,23:40,75%,29°C,fine,NIL,ENE 03 mph,11:18,2020-03-15 05:00:05,2020-03-15 05:00:05
336,Gan,1,06:12,18:20,23:40,67%,31°C,fine,NIL,NNE 05 mph,11:18,2020-03-15 17:00:08,2020-03-15 17:00:08
337,Gan,1,06:12,18:20,23:40,86%,26°C,fine,NIL,CALM,10:36,2020-03-16 05:00:04,2020-03-16 05:00:04
338,Gan,1,06:12,18:20,00:00,67%,31°C,fine,NIL,NNE 05 mph,10:36,2020-03-16 17:00:04,2020-03-16 17:00:04
339,Gan,1,06:12,18:20,00:00,76%,28°C,fine,NIL,VARIABLE 02 mph,11:0,2020-03-17 05:00:09,2020-03-17 05:00:09
340,Gan,1,06:12,18:19,00:34,70%,32°C,fine,NIL,E 07 mph,11:0,2020-03-17 17:00:08,2020-03-17 17:00:08
341,Gan,1,06:12,18:19,00:34,80%,30°C,fine,NIL,ESE 08 mph,10:54,2020-03-18 05:00:04,2020-03-18 05:00:04
342,Gan,1,06:12,18:19,01:28,84%,29°C,fine,NIL,SE 10 mph,9:48,2020-03-19 05:00:10,2020-03-19 05:00:10
343,Gan,1,06:11,18:19,02:21,72%,32°C,fine,NIL,SSE 13 mph,9:48,2020-03-19 17:00:06,2020-03-19 17:00:06
344,Gan,1,06:11,18:19,02:21,94%,26°C,moderate shower,NIL,NNW 07 mph,9:30,2020-03-20 05:00:10,2020-03-20 05:00:10
345,Gan,1,06:11,18:18,03:11,77%,30°C,fine,8.4 mm,VARIABLE 02 mph,9:30,2020-03-20 17:00:02,2020-03-20 17:00:02
346,Gan,1,06:11,18:18,03:11,81%,29°C,partly cloudy,8.4 mm,VARIABLE 02 mph,6:48,2020-03-21 05:00:08,2020-03-21 05:00:08
347,Gan,1,06:11,18:18,03:58,70%,31°C,fine,NIL,NNE 03 mph,6:48,2020-03-21 17:00:03,2020-03-21 17:00:03
348,Gan,1,06:10,18:18,04:43,84%,29°C,fine,NIL,CALM,9:36,2020-03-22 05:00:04,2020-03-22 05:00:04
349,Gan,1,06:10,18:18,04:43,69%,31°C,fine,NIL,S 06 mph,9:36,2020-03-22 17:00:10,2020-03-22 17:00:10
350,Gan,1,06:10,18:17,05:26,88%,27°C,fine,NIL,CALM,10:06,2020-03-23 05:00:04,2020-03-23 05:00:04
351,Gan,1,06:10,18:17,05:26,65%,32°C,fine,NIL,NE 05 mph,10:06,2020-03-23 17:00:03,2020-03-23 17:00:03
352,Gan,1,06:10,18:17,05:26,86%,28°C,fine,NIL,CALM,11:06,2020-03-24 05:00:09,2020-03-24 05:00:09
353,Gan,1,06:10,18:17,06:07,78%,31°C,fine,NIL,N 05 mph,11:06,2020-03-24 17:00:09,2020-03-24 17:00:09
354,Gan,1,06:10,18:17,06:48,66%,31°C,fine,NIL,NE 06 mph,6:48,2020-03-25 17:00:04,2020-03-25 17:00:04
355,Gan,1,06:09,18:16,07:29,76%,29°C,fine,NIL,NE 07 mph,10:0,2020-03-26 05:00:04,2020-03-26 05:00:04
356,Gan,1,06:09,18:16,07:29,66%,32°C,fine,NIL,ESE 08 mph,10:0,2020-03-26 17:00:09,2020-03-26 17:00:09
357,Gan,1,06:09,18:16,08:11,72%,29°C,fine,NIL,ENE 07 mph,10:12,2020-03-27 05:00:09,2020-03-27 05:00:09
358,Gan,1,06:09,18:16,08:11,67%,32°C,fine,NIL,ENE 06 mph,10:12,2020-03-27 17:00:05,2020-03-27 17:00:05
359,Gan,1,06:09,18:16,08:11,71%,30°C,fine,NIL,ENE 09 mph,9:24,2020-03-28 05:00:03,2020-03-28 05:00:03
360,Gan,1,06:09,18:16,08:54,71%,32°C,fine,NIL,NE 06 mph,9:24,2020-03-28 17:00:04,2020-03-28 17:00:04
361,Gan,1,06:09,18:15,09:40,76%,29°C,fine,NIL,N 05 mph,10:42,2020-03-29 05:00:04,2020-03-29 05:00:04
362,Gan,1,06:08,18:15,10:28,79%,28°C,fine,NIL,NW 05 mph,8:48,2020-03-30 05:00:03,2020-03-30 05:00:03
363,Gan,1,06:08,18:15,10:28,72%,31°C,fine,NIL,N 06 mph,8:48,2020-03-30 17:00:02,2020-03-30 17:00:02
364,Gan,1,06:08,18:15,10:28,77%,29°C,fine,NIL,N 05 mph,10:48,2020-03-31 05:00:05,2020-03-31 05:00:05
365,Gan,1,06:08,18:15,11:20,68%,31°C,fine,NIL,N 06 mph,10:48,2020-03-31 17:00:10,2020-03-31 17:00:10
366,Gan,1,06:08,18:15,11:20,75%,29°C,fine,NIL,NNE 03 mph,3:06,2020-04-01 05:00:05,2020-04-01 05:00:05
367,Gan,1,06:08,18:14,12:14,73%,30°C,fine,NIL,NNE 03 mph,3:06,2020-04-01 17:00:09,2020-04-01 17:00:09
368,Gan,1,06:08,18:14,12:14,78%,29°C,fine,NIL,NNE 05 mph,8:36,2020-04-02 05:00:06,2020-04-02 05:00:06
369,Gan,1,06:08,18:14,12:14,86%,28°C,fine,NIL,WNW 03 mph,10:18,2020-04-03 05:00:07,2020-04-03 05:00:07
370,Gan,1,06:07,18:14,14:07,83%,29°C,fine,2.5 mm,NNE 03 mph,9:06,2020-04-04 05:00:04,2020-04-04 05:00:04
371,Gan,1,06:07,18:14,15:03,83%,29°C,fine,9.1 mm,N 03 mph,9:06,2020-04-04 17:00:03,2020-04-04 17:00:03
372,Gan,1,06:07,18:13,15:59,89%,28°C,cloudy,9.1 mm,VARIABLE 01 mph,0:0,2020-04-05 05:00:08,2020-04-05 05:00:08
