id,stationname,hastide,sunrise,sunset,moonrise,humidity,temperature,description,rainamount,wind,sunshine,created_at,updated_at
373,Gan,1,06:07,18:13,15:59,79%,30°C,cloudy,10.6 mm,N 05 mph,0:0,2020-04-05 17:00:02,2020-04-05 17:00:02
374,Gan,1,06:06,18:13,16:53,90%,26°C,fine,10.6 mm,CALM,3:50,2020-04-06 05:00:09,2020-04-06 05:00:09
375,Gan,1,06:06,18:13,16:53,74%,31°C,fine,10.6 mm,NE 06 mph,3:50,2020-04-06 17:00:04,2020-04-06 17:00:04
376,Gan,1,06:06,18:13,17:47,88%,26°C,fine,10.6 mm,CALM,9:0,2020-04-07 05:00:10,2020-04-07 05:00:10
377,Gan,1,06:06,18:13,17:47,70%,31°C,fine,NIL,W 12 mph,9:0,2020-04-07 17:00:07,2020-04-07 17:00:07
378,Gan,1,06:06,18:13,17:47,86%,28°C,fine,NIL,W 13 mph,9:0,2020-04-08 05:00:03,2020-04-08 05:00:03
379,Gan,1,06:06,18:12,00:00,73%,31°C,fine,NIL,NW 08 mph,9:0,2020-04-08 17:00:06,2020-04-08 17:00:06
380,Gan,1,06:06,18:12,19:35,80%,28°C,fine,NIL,WNW 08 mph,10:0,2020-04-09 05:00:06,2020-04-09 05:00:06
381,Gan,1,06:06,18:12,19:35,73%,32°C,fine,NIL,NW 08 mph,10:0,2020-04-09 17:00:12,2020-04-09 17:00:12
382,Gan,1,06:05,18:12,20:31,72%,31°C,fine,NIL,NW 06 mph,11:0,2020-04-10 17:00:05,2020-04-10 17:00:05
383,Gan,1,06:05,18:12,21:28,90%,27°C,fine,NIL,VARIABLE 01 mph,11:06,2020-04-11 05:00:05,2020-04-11 05:00:05
384,Gan,1,06:05,18:12,21:28,70%,32°C,fine,NIL,W 06 mph,11:06,2020-04-11 17:00:05,2020-04-11 17:00:05
385,Gan,1,06:05,18:11,22:25,83%,29°C,fine,NIL,NW 03 mph,11:06,2020-04-12 05:00:04,2020-04-12 05:00:04
386,Gan,1,06:05,18:11,22:25,74%,31°C,fine,NIL,WNW 07 mph,11:06,2020-04-12 17:00:04,2020-04-12 17:00:04
387,Gan,1,06:05,18:11,22:25,84%,29°C,fine,NIL,NW 03 mph,10:24,2020-04-13 05:00:04,2020-04-13 05:00:04
388,Gan,1,06:05,18:11,23:21,69%,32°C,fine,NIL,N 05 mph,10:24,2020-04-13 17:00:04,2020-04-13 17:00:04
389,Gan,1,06:05,18:11,23:21,78%,29°C,fine,NIL,N 05 mph,10:12,2020-04-14 05:00:05,2020-04-14 05:00:05
390,Gan,1,06:04,18:11,00:00,72%,32°C,fine,NIL,NE 04 mph,10:12,2020-04-14 17:00:05,2020-04-14 17:00:05
391,Gan,1,06:04,18:10,00:15,88%,28°C,lightning,NIL,W 07 mph,7:24,2020-04-15 05:00:05,2020-04-15 05:00:05
392,Gan,1,06:04,18:10,00:15,73%,32°C,fine,5.9 mm,WSW 08 mph,7:24,2020-04-15 17:00:05,2020-04-15 17:00:05
393,Gan,1,06:04,18:10,00:15,84%,29°C,fine,5.9 mm,SW 06 mph,8:42,2020-04-16 05:00:04,2020-04-16 05:00:04
394,Gan,1,06:04,18:10,01:07,87%,28°C,cloudy,TRACE,S 03 mph,8:42,2020-04-16 17:00:06,2020-04-16 17:00:06
395,Gan,1,06:04,18:10,01:07,87%,28°C,fine,TRACE,W 03 mph,0:0,2020-04-17 05:00:07,2020-04-17 05:00:07
396,Gan,1,06:04,18:10,01:07,74%,31°C,cloudy,12.5 mm,WNW 09 mph,0:0,2020-04-17 17:00:06,2020-04-17 17:00:06
397,Gan,1,06:04,18:10,01:07,87%,28°C,cloudy,12.5 mm,SSE 07 mph,6:42,2020-04-18 05:00:05,2020-04-18 05:00:05
398,Gan,1,06:03,18:10,02:42,73%,32°C,fine,11.8 mm,S 13 mph,6:42,2020-04-18 17:00:04,2020-04-18 17:00:04
399,Gan,1,06:03,18:10,02:42,79%,29°C,fine,11.8 mm,SE 12 mph,8:36,2020-04-19 05:00:04,2020-04-19 05:00:04
400,Gan,1,06:03,18:10,03:25,69%,32°C,fine,NIL,SE 14 mph,8:36,2020-04-19 17:00:04,2020-04-19 17:00:04
401,Gan,1,06:03,18:10,03:25,82%,29°C,fine,NIL,ESE 06 mph,11:12,2020-04-20 05:00:04,2020-04-20 05:00:04
402,Gan,1,06:03,18:09,04:07,71%,32°C,fine,NIL,SW 09 mph,11:12,2020-04-20 17:00:04,2020-04-20 17:00:04
403,Gan,1,06:03,18:09,04:47,85%,28°C,fine,NIL,SSE 05 mph,11:24,2020-04-21 05:00:04,2020-04-21 05:00:04
404,Gan,1,06:03,18:09,04:47,71%,32°C,fine,NIL,S 09 mph,11:24,2020-04-21 17:00:04,2020-04-21 17:00:04
405,Gan,1,06:03,18:09,04:47,85%,28°C,fine,NIL,SSE 03 mph,11:12,2020-04-22 05:00:06,2020-04-22 05:00:06
406,Gan,1,06:03,18:09,05:28,76%,31°C,cloudy,7.6 mm,WSW 06 mph,11:12,2020-04-22 17:00:05,2020-04-22 17:00:05
407,Gan,1,06:03,18:09,05:28,92%,27°C,cloudy,7.6 mm,W 08 mph,1:54,2020-04-23 05:00:02,2020-04-23 05:00:02
408,Gan,1,06:02,18:09,06:10,92%,27°C,slight shower,20.8 mm,W 18 mph,1:54,2020-04-23 17:00:04,2020-04-23 17:00:04
409,Gan,1,06:02,18:08,06:53,83%,28°C,cloudy,20.8 mm,SW 08 mph,0:0,2020-04-24 05:00:04,2020-04-24 05:00:04
410,Gan,1,06:02,18:08,06:53,82%,28°C,cloudy,80.9 mm,E 04 mph,0:0,2020-04-24 17:00:03,2020-04-24 17:00:03
411,Gan,1,06:02,18:08,06:53,85%,27°C,partly cloudy,80.9 mm,W 08 mph,0:0,2020-04-25 05:00:04,2020-04-25 05:00:04
412,Gan,1,06:02,18:08,06:53,75%,32°C,partly cloudy,0.1 mm,W 09 mph,0:0,2020-04-25 17:00:04,2020-04-25 17:00:04
413,Gan,1,06:02,18:08,08:26,88%,27°C,cloudy,0.1 mm,NW 06 mph,9:18,2020-04-26 05:00:03,2020-04-26 05:00:03
414,Gan,1,06:02,18:08,08:26,74%,31°C,fine,0.1 mm,W 07 mph,9:18,2020-04-26 17:00:04,2020-04-26 17:00:04
415,Gan,1,06:02,18:08,08:26,80%,29°C,fine,0.1 mm,NW 07 mph,10:18,2020-04-27 05:00:04,2020-04-27 05:00:04
416,Gan,1,06:02,18:08,08:26,80%,31°C,cloudy,0.7 mm,W 15 mph,10:18,2020-04-27 17:00:05,2020-04-27 17:00:05
417,Gan,1,06:02,18:08,08:26,98%,26°C,slight shower,0.7 mm,NW 08 mph,6:48,2020-04-28 05:00:05,2020-04-28 05:00:05
418,Gan,1,06:02,18:08,10:09,92%,28°C,cloudy,37.4 mm,SW 07 mph,6:48,2020-04-28 17:00:03,2020-04-28 17:00:03
419,Gan,1,06:02,18:08,11:04,80%,28°C,cloudy,37.4 mm,W 14 mph,0:0,2020-04-29 05:00:03,2020-04-29 05:00:03
420,Gan,1,06:02,18:08,11:04,79%,31°C,partly cloudy,2.2 mm,WNW 10 mph,0:0,2020-04-29 17:00:05,2020-04-29 17:00:05
421,Gan,1,06:02,18:08,11:04,86%,29°C,fine,2.2 mm,W 08 mph,7:12,2020-04-30 05:00:04,2020-04-30 05:00:04
422,Gan,1,06:02,18:08,11:04,79%,30°C,cloudy,1.9 mm,W 06 mph,7:12,2020-04-30 17:00:04,2020-04-30 17:00:04
423,Gan,1,06:01,18:07,12:54,74%,32°C,fine,0.5 mm,NNW 07 mph,10:0,2020-05-01 17:00:04,2020-05-01 17:00:04
424,Gan,1,06:01,18:07,13:48,84%,29°C,fine,0.5 mm,NW 07 mph,9:42,2020-05-02 05:00:04,2020-05-02 05:00:04
425,Gan,1,06:01,18:07,13:48,81%,32°C,partly cloudy,0.1 mm,WNW 15 mph,9:42,2020-05-02 17:00:07,2020-05-02 17:00:07
426,Gan,1,06:01,18:07,14:04,94%,28°C,slight rain,0.1 mm,W 13 mph,9:42,2020-05-03 05:00:05,2020-05-03 05:00:05
427,Gan,1,06:01,18:07,14:04,88%,27°C,slight shower,36.6 mm,WNW 12 mph,9:42,2020-05-03 17:00:04,2020-05-03 17:00:04
428,Gan,1,06:01,18:07,14:04,90%,27°C,slight rain,36.6 mm,W 12 mph,2:48,2020-05-04 05:00:03,2020-05-04 05:00:03
429,Gan,1,06:01,18:07,14:04,73%,32°C,partly cloudy,51.7 mm,WNW 11 mph,2:48,2020-05-04 17:00:04,2020-05-04 17:00:04
430,Gan,1,06:01,18:07,14:04,90%,28°C,slight shower,51.7 mm,W 14 mph,8:42,2020-05-05 05:00:04,2020-05-05 05:00:04
431,Gan,1,06:01,18:07,16:25,97%,26°C,slight rain,42.9 mm,NW 07 mph,8:42,2020-05-05 17:00:02,2020-05-05 17:00:02
432,Gan,1,06:01,18:07,16:25,89%,27°C,partly cloudy,42.9 mm,WNW 12 mph,0:0,2020-05-06 05:00:04,2020-05-06 05:00:04
433,Gan,1,06:01,18:07,17:18,86%,29°C,partly cloudy,17.3 mm,W 07 mph,0:0,2020-05-07 05:00:03,2020-05-07 05:00:03
434,Gan,1,06:01,18:07,17:18,74%,32°C,fine,0.7 mm,W 16 mph,0:0,2020-05-07 17:00:03,2020-05-07 17:00:03
435,Gan,1,06:01,18:07,17:18,83%,29°C,windy,0.7 mm,W 14 mph,9:06,2020-05-08 05:00:04,2020-05-08 05:00:04
436,Gan,1,06:01,18:07,19:01,75%,32°C,fine,0.7 mm,WNW 15 mph,9:06,2020-05-08 17:00:04,2020-05-08 17:00:04
437,Gan,1,06:01,18:07,20:08,89%,29°C,fine,0.7 mm,WNW 13 mph,10:42,2020-05-09 05:00:03,2020-05-09 05:00:03
438,Gan,1,06:01,18:07,20:08,74%,32°C,fine,0.2 mm,W 15 mph,10:42,2020-05-09 17:00:04,2020-05-09 17:00:04
439,Gan,1,06:01,18:07,20:08,82%,30°C,partly cloudy,0.2 mm, W 14 mph,8:42,2020-05-10 05:00:04,2020-05-10 05:00:04
440,Gan,1,06:01,18:07,21:07,79%,30°C,windy,5.0 mm,W 21 mph,8:42,2020-05-10 17:00:05,2020-05-10 17:00:05
441,Gan,1,06:01,18:07,21:07,93%,26°C,slight shower,5.0 mm,W 24 mph,1:42,2020-05-11 05:00:04,2020-05-11 05:00:04
442,Gan,1,06:01,18:07,22:04,81%,30°C,partly cloudy,9.0 mm,WNW 18 mph,1:42,2020-05-11 17:00:04,2020-05-11 17:00:04
443,Gan,1,06:01,18:07,22:59,79%,29°C,partly cloudy,9.0 mm,NW 07 mph,10:30,2020-05-12 05:00:03,2020-05-12 05:00:03
444,Gan,1,06:01,18:07,22:59,88%,28°C,slight shower,25.3 mm,WNW 20 mph,10:30,2020-05-12 17:00:03,2020-05-12 17:00:03
445,Gan,1,06:01,18:07,22:59,75%,29°C,slight shower,25.3 mm,W 14 mph,0:18,2020-05-13 05:00:04,2020-05-13 05:00:04
446,Gan,1,06:01,18:07,22:59,95%,27°C,slight shower,11.5 mm,W 13 mph,0:18,2020-05-13 17:00:05,2020-05-13 17:00:05
447,Gan,1,06:01,18:07,22:59,97%,26°C,slight rain,11.5 mm,NW 12 mph,4:54,2020-05-14 05:00:03,2020-05-14 05:00:03
448,Gan,1,06:01,18:07,00:00,93%,27°C,slight rain,62.2 mm,WNW 20 mph,4:54,2020-05-14 17:00:04,2020-05-14 17:00:04
449,Gan,1,06:01,18:07,00:00,83%,28°C,fine,62.2 mm,WNW 23 mph,0:0,2020-05-15 05:00:05,2020-05-15 05:00:05
450,Gan,1,06:01,18:07,05:00,77%,31°C,cloudy,97.9 mm,WNW 17 mph,0:0,2020-05-15 17:00:03,2020-05-15 17:00:03
451,Gan,1,06:01,18:07,05:00,84%,27°C,partly cloudy,97.9 mm,NW 12 mph,2:36,2020-05-16 05:00:05,2020-05-16 05:00:05
452,Gan,1,06:01,18:07,01:23,75%,31°C,windy,2.6 mm,WNW 21 mph,2:36,2020-05-16 17:00:04,2020-05-16 17:00:04
453,Gan,1,06:01,18:07,01:23,95%,26°C,slight rain,2.6 mm,NW 17 mph,6:18,2020-05-17 05:00:04,2020-05-17 05:00:04
454,Gan,1,06:01,18:07,01:23,88%,29°C,cloudy,37.4 mm,WNW 20 mph,6:18,2020-05-17 17:00:04,2020-05-17 17:00:04
455,Gan,1,06:01,18:07,01:23,96%,27°C,slight shower,37.4 mm,W 26 mph,0:0,2020-05-18 05:00:03,2020-05-18 05:00:03
456,Gan,1,06:01,18:07,05:00,96%,26°C,slight rain,84.2 mm,NW 17 mph,0:0,2020-05-18 17:00:03,2020-05-18 17:00:03
457,Gan,1,06:01,18:07,05:00,81%,29°C,partly cloudy,84.2 mm,NW 12 mph,0:0,2020-05-19 05:00:04,2020-05-19 05:00:04
458,Gan,1,06:01,18:07,05:00,79%,30°C,windy,11.3 mm,WNW 22 mph,0:0,2020-05-19 17:00:03,2020-05-19 17:00:03
459,Gan,1,06:01,18:07,05:00,84%,29°C,fine,11.3 mm,W 16 mph,4:30,2020-05-20 05:00:06,2020-05-20 05:00:06
460,Gan,1,06:01,18:07,05:00,76%,31°C,fine,0.4 mm,W 14 mph,4:30,2020-05-20 17:00:04,2020-05-20 17:00:04
461,Gan,1,06:01,18:07,05:00,86%,29°C,fine,0.4 mm,WSW 10 mph,10:18,2020-05-21 05:00:11,2020-05-21 05:00:11
462,Gan,1,06:01,18:07,04:05,75%,31°C,fine,0.8 mm,WSW 10 mph,10:18,2020-05-21 17:00:11,2020-05-21 17:00:11
463,Gan,1,06:01,18:07,04:05,86%,29°C,partly cloudy,0.8 mm,W 12 mph,10:24,2020-05-22 05:00:07,2020-05-22 05:00:07
464,Gan,1,06:01,18:07,05:35,85%,28°C,cloudy,NIL,W 17 mph,10:24,2020-05-22 17:00:05,2020-05-22 17:00:05
465,Gan,1,06:01,18:07,06:22,92%,27°C,cloudy,NIL,WNW 15 mph,4:18,2020-05-23 05:00:03,2020-05-23 05:00:03
466,Gan,1,06:01,18:07,06:22,86%,29°C,fine,35.1 mm,WNW 12 mph,4:18,2020-05-23 17:00:04,2020-05-23 17:00:04
467,Gan,1,06:01,18:07,07:12,97%,27°C,cloudy,35.1 mm,CALM,0:12,2020-05-24 05:00:05,2020-05-24 05:00:05
468,Gan,1,06:01,18:07,07:12,84%,28°C,cloudy,6.6 mm,W 08 mph,0:12,2020-05-24 17:00:04,2020-05-24 17:00:04
469,Gan,1,06:01,18:07,07:12,99%,26°C,cloudy,6.6 mm,CALM,0:0,2020-05-25 05:00:03,2020-05-25 05:00:03
470,Gan,1,06:01,18:07,08:05,85%,28°C,partly cloudy,29.2 mm,SSW 08 mph,0:0,2020-05-25 17:00:06,2020-05-25 17:00:06
471,Gan,1,06:01,18:07,08:05,85%,28°C,fine,29.2 mm,SW 05 mph,7:06,2020-05-26 05:00:04,2020-05-26 05:00:04
472,Gan,1,06:01,18:07,07:12,89%,29°C,cloudy,NIL,ENE 03 mph,7:06,2020-05-26 17:00:02,2020-05-26 17:00:02
473,Gan,1,06:01,18:07,07:12,92%,27°C,fine,NIL,SE 06 mph,6:42,2020-05-27 05:00:03,2020-05-27 05:00:03
474,Gan,1,06:02,18:07,09:55,82%,31°C,fine,4.1 mm,SSE 07 mph,6:42,2020-05-27 17:00:04,2020-05-27 17:00:04
475,Gan,1,06:02,18:07,09:55,85%,29°C,fine,4.1 mm,SSE 07 mph,9:18,2020-05-28 05:00:04,2020-05-28 05:00:04
476,Gan,1,06:02,18:07,10:50,72%,31°C,fine,4.8 mm,S 13 mph,9:18,2020-05-28 17:00:04,2020-05-28 17:00:04
477,Gan,1,06:02,18:08,11:43,87%,27°C,cloudy,4.8 mm,SW 15 mph,7:24,2020-05-29 05:00:05,2020-05-29 05:00:05
478,Gan,1,06:02,18:08,11:43,78%,31°C,partly cloudy,14.2 mm,SSW 11 mph,7:24,2020-05-29 17:00:04,2020-05-29 17:00:04
479,Gan,1,06:02,18:08,11:43,81%,29°C,cloudy,14.2 mm,SSW 09 mph,4:48,2020-05-30 05:00:06,2020-05-30 05:00:06
480,Gan,1,06:02,18:08,12:35,71%,31°C,fine,11.3 mm,SSW 12 mph,4:48,2020-05-30 17:00:05,2020-05-30 17:00:05
481,Gan,1,06:02,18:08,12:35,82%,28°C,fine,11.3 mm,SSE 08 mph,10:30,2020-05-31 05:00:05,2020-05-31 05:00:05
482,Gan,1,06:02,18:08,13:25,71%,32°C,fine,NIL,S 10 mph,10:30,2020-05-31 17:00:05,2020-05-31 17:00:05
483,Gan,1,06:02,18:08,13:25,84%,28°C,fine,NIL,SE 07 mph,10:30,2020-06-01 05:00:03,2020-06-01 05:00:03
484,Gan,1,06:02,18:08,14:16,72%,31°C,fine,NIL,S 08 mph,10:30,2020-06-01 17:00:03,2020-06-01 17:00:03
485,Gan,1,06:02,18:08,14:16,84%,28°C,fine,NIL,S 06 mph,11:30,2020-06-02 05:00:04,2020-06-02 05:00:04
486,Gan,1,06:02,18:08,14:16,72%,32°C,fine,NIL,WSW 08 mph,11:30,2020-06-02 17:00:03,2020-06-02 17:00:03
487,Gan,1,06:03,18:08,15:59,81%,28°C,fine,NIL,WSW 06 mph,11:12,2020-06-03 05:00:04,2020-06-03 05:00:04
488,Gan,1,06:03,18:08,15:59,71%,31°C,partly cloudy,NIL,S 08 mph,11:12,2020-06-03 17:00:03,2020-06-03 17:00:03
489,Gan,1,06:03,18:08,15:59,87%,28°C,fine,NIL,SSE 06 mph,8:48,2020-06-04 05:00:11,2020-06-04 05:00:11
490,Gan,1,06:03,18:08,16:54,69%,32°C,fine,NIL,S 09 mph,8:48,2020-06-04 17:00:05,2020-06-04 17:00:05
491,Gan,1,06:03,18:09,17:51,81%,29°C,fine,NIL,S 07 mph,11:42,2020-06-05 05:00:05,2020-06-05 05:00:05
492,Gan,1,06:03,18:09,17:51,72%,32°C,fine,NIL,S 10 mph,11:42,2020-06-05 17:00:04,2020-06-05 17:00:04
493,Gan,1,06:03,18:09,17:51,81%,29°C,fine,NIL,S 09 mph,11:30,2020-06-06 05:00:04,2020-06-06 05:00:04
494,Gan,1,06:03,18:09,18:05,75%,31°C,fine,NIL,S 12 mph,11:30,2020-06-06 17:00:05,2020-06-06 17:00:05
495,Gan,1,06:03,18:09,19:49,83%,29°C,partly cloudy,NIL,SSE 05 mph,11:30,2020-06-07 05:00:06,2020-06-07 05:00:06
496,Gan,1,06:03,18:09,19:49,76%,29°C,cloudy,21.2 mm,SSW 07 mph,11:30,2020-06-07 17:00:03,2020-06-07 17:00:03
497,Gan,1,06:04,18:09,20:46,89%,27°C,partly cloudy,21.2 mm,CALM,0:0,2020-06-08 05:00:06,2020-06-08 05:00:06
498,Gan,1,06:04,18:09,20:46,70%,31°C,fine,TRACE,S 08 mph,0:0,2020-06-08 17:00:04,2020-06-08 17:00:04
499,Gan,1,06:04,18:09,20:46,84%,28°C,fine,TRACE,S 05 mph,8:0,2020-06-09 05:00:04,2020-06-09 05:00:04
500,Gan,1,06:04,18:09,21:04,76%,31°C,fine,NIL,W 06 mph,8:0,2020-06-09 17:00:03,2020-06-09 17:00:03
501,Gan,1,06:04,18:09,21:04,88%,27°C,fine,NIL,Variable 02 mph,9:12,2020-06-10 05:00:04,2020-06-10 05:00:04
502,Gan,1,06:04,18:10,22:30,72%,31°C,fine,4.0 mm,WSW 06 mph,9:12,2020-06-10 17:00:04,2020-06-10 17:00:04
503,Gan,1,06:04,18:10,22:30,85%,29°C,cloudy,4.0 mm,W 09 mph,8:12,2020-06-11 05:00:02,2020-06-11 05:00:02
504,Gan,1,06:04,18:10,23:17,75%,31°C,partly cloudy,1.1 mm,SW 10 mph,8:12,2020-06-11 17:00:04,2020-06-11 17:00:04
505,Gan,1,06:04,18:10,23:17,80%,29°C,fine,1.1 mm,SW 09 mph,5:36,2020-06-12 05:00:04,2020-06-12 05:00:04
506,Gan,1,06:04,18:10,23:17,72%,31°C,fine,3.1 mm,WSW 12 mph,5:36,2020-06-12 17:00:05,2020-06-12 17:00:05
507,Gan,1,06:05,18:10,00:01,90%,27°C,cloudy,3.1 mm,S 07 mph,7:42,2020-06-13 05:00:03,2020-06-13 05:00:03
508,Gan,1,06:05,18:10,00:01,100%,25°C,moderate shower,1.1 mm,W 23 mph,7:42,2020-06-13 17:00:05,2020-06-13 17:00:05
509,Gan,1,06:05,18:10,00:01,84%,28°C,cloudy,1.1 mm,WNW 14 mph,0:0,2020-06-14 05:00:06,2020-06-14 05:00:06
510,Gan,1,06:05,18:10,00:43,74%,30°C,partly cloudy,79.8 mm,WNW 11 mph,0:0,2020-06-14 17:00:03,2020-06-14 17:00:03
511,Gan,1,06:05,18:10,00:43,88%,27°C,partly cloudy,79.8 mm,WNW 05 mph,4:54,2020-06-15 05:00:03,2020-06-15 05:00:03
512,Gan,1,06:05,18:11,05:00,73%,29°C,cloudy,3.5 mm,NW 13 mph,4:54,2020-06-15 17:00:03,2020-06-15 17:00:03
513,Gan,1,06:05,18:11,05:00,91%,27°C,slight shower,3.5 mm,WNW 06 mph,2:0,2020-06-16 05:00:03,2020-06-16 05:00:03
514,Gan,1,06:05,18:11,02:04,72%,32°C,partly cloudy,1.1 mm,NNW 10 mph,2:0,2020-06-16 17:00:03,2020-06-16 17:00:03
515,Gan,1,06:05,18:11,02:04,83%,29°C,fine,1.1 mm,NNW 08 mph,8:36,2020-06-17 05:00:03,2020-06-17 05:00:03
516,Gan,1,06:06,18:11,02:46,76%,31°C,cloudy,3.8 mm,N 06 mph,8:36,2020-06-17 17:00:04,2020-06-17 17:00:04
517,Gan,1,06:06,18:11,03:30,91%,28°C,partly cloudy,3.8 mm,VARIABLE 01 mph,7:06,2020-06-18 05:00:05,2020-06-18 05:00:05
518,Gan,1,06:06,18:11,03:30,71%,32°C,fine,0.8 mm,E 05 mph,7:06,2020-06-18 17:00:07,2020-06-18 17:00:07
519,Gan,1,06:06,18:11,03:30,82%,29°C,fine,0.8 mm,NNE 05 mph,10:36,2020-06-19 05:00:07,2020-06-19 05:00:07
520,Gan,1,06:06,18:11,04:16,77%,30°C,cloudy,0.8 mm,ENE 05 mph,10:36,2020-06-19 17:00:04,2020-06-19 17:00:04
521,Gan,1,06:06,18:11,04:16,89%,27°C,fine,0.8 mm,S 11 mph,0:48,2020-06-20 05:00:03,2020-06-20 05:00:03
522,Gan,1,06:06,18:12,05:05,79%,30°C,cloudy,8.0 mm,WSW 08 mph,0:48,2020-06-20 17:00:05,2020-06-20 17:00:05
523,Gan,1,06:06,18:12,05:58,82%,28°C,cloudy,8.0 mm,WSW 06 mph,1:42,2020-06-21 05:00:03,2020-06-21 05:00:03
524,Gan,1,06:06,18:12,05:58,73%,31°C,fine,NIL,WSW 12 mph,1:42,2020-06-21 17:00:03,2020-06-21 17:00:03
525,Gan,1,06:06,18:12,05:58,84%,28°C,partly cloudy,NIL,SSW 06 mph,10:42,2020-06-22 05:00:03,2020-06-22 05:00:03
526,Gan,1,06:07,18:12,06:53,72%,31°C,fine,NIL,W 09 mph,10:42,2020-06-22 17:00:05,2020-06-22 17:00:05
527,Gan,1,06:07,18:12,06:53,95%,26°C,thunder,NIL,CALM,9:24,2020-06-23 05:00:05,2020-06-23 05:00:05
528,Gan,1,06:07,18:12,07:49,76%,30°C,fine,5.2 mm,WNW 09 mph,9:24,2020-06-23 17:00:04,2020-06-23 17:00:04
529,Gan,1,06:07,18:13,08:45,92%,28°C,slight shower,5.2 mm, NW 08 mph,3:30,2020-06-24 05:00:04,2020-06-24 05:00:04
530,Gan,1,06:07,18:13,08:45,75%,32°C,fine,15.6 mm,WNW 12 mph,3:30,2020-06-24 17:00:04,2020-06-24 17:00:04
531,Gan,1,06:07,18:13,08:45,91%,27°C,cloudy,15.6 mm,WNW 05 mph,6:36,2020-06-25 05:00:04,2020-06-25 05:00:04
532,Gan,1,06:07,18:13,09:04,77%,31°C,fine,0.2 mm,W 08 mph,6:36,2020-06-25 17:00:03,2020-06-25 17:00:03
533,Gan,1,06:07,18:13,09:04,86%,28°C,fine,0.2 mm,WNW 08 mph,8:48,2020-06-26 05:00:03,2020-06-26 05:00:03
534,Gan,1,06:07,18:13,10:32,75%,31°C,fine,0.7 mm,WSW 10 mph,8:48,2020-06-26 17:00:04,2020-06-26 17:00:04
535,Gan,1,06:08,18:13,11:23,81%,29°C,fine,0.7 mm,WSW 09 mph,10:12,2020-06-27 05:00:05,2020-06-27 05:00:05
536,Gan,1,06:08,18:13,11:23,76%,31°C,fine,NIL,W 08 mph,10:12,2020-06-27 17:00:04,2020-06-27 17:00:04
537,Gan,1,06:08,18:13,11:23,82%,29°C,fine,NIL,NW 05 mph,10:18,2020-06-28 05:00:04,2020-06-28 05:00:04
538,Gan,1,06:08,18:13,12:12,71%,32°C,fine,NIL,N 06 mph,10:18,2020-06-28 17:00:05,2020-06-28 17:00:05
539,Gan,1,06:08,18:13,12:12,89%,27°C,fine,NIL,CALM,10:24,2020-06-29 05:00:04,2020-06-29 05:00:04
540,Gan,1,06:08,18:14,13:02,71%,31°C,fine,NIL,W 08 mph,10:24,2020-06-29 17:00:04,2020-06-29 17:00:04
541,Gan,1,06:06,18:14,13:52,87%,28°C,fine,NIL,CALM,9:0,2020-06-30 05:00:04,2020-06-30 05:00:04
542,Gan,1,06:06,18:14,13:52,72%,31°C,fine,NIL,SE 05 mph,9:0,2020-06-30 17:00:04,2020-06-30 17:00:04
543,Gan,1,06:06,18:14,13:52,82%,28°C,fine,NIL,VARIABLE 02 mph,9:48,2020-07-01 05:00:03,2020-07-01 05:00:03
544,Gan,1,06:08,18:14,14:44,76%,31°C,fine,NIL,SE 05 mph,9:48,2020-07-01 17:00:03,2020-07-01 17:00:03
545,Gan,1,06:08,18:14,14:44,89%,27°C,fine,NIL,VARIABLE 02 mph,6:54,2020-07-02 05:00:04,2020-07-02 05:00:04
546,Gan,1,06:09,18:14,15:39,73%,31°C,fine,NIL,S 07 mph,6:54,2020-07-02 17:00:04,2020-07-02 17:00:04
547,Gan,1,06:09,18:14,16:36,85%,27°C,fine,NIL,S 04 mph,10:24,2020-07-03 05:00:05,2020-07-03 05:00:05
548,Gan,1,06:09,18:14,16:36,69%,32°C,fine,NIL,SE 08 mph,10:24,2020-07-03 17:00:05,2020-07-03 17:00:05
549,Gan,1,06:09,18:14,16:36,83%,29°C,fine,NIL,E 08 mph,10:48,2020-07-04 05:00:02,2020-07-04 05:00:02
550,Gan,1,06:09,18:15,17:34,74%,31°C,fine,NIL,ESE 8 mph,10:48,2020-07-04 17:00:03,2020-07-04 17:00:03
551,Gan,1,06:09,18:15,18:32,79%,29°C,fine,NIL,ESE 12 mph,10:12,2020-07-05 05:00:02,2020-07-05 05:00:02
552,Gan,1,06:09,18:15,18:32,71%,32°C,fine,NIL,ESE 16 mph,10:12,2020-07-05 17:00:04,2020-07-05 17:00:04
553,Gan,1,06:09,18:15,18:32,82%,29°C,partly cloudy,NIL,SE 15 mph,10:36,2020-07-06 05:00:05,2020-07-06 05:00:05
554,Gan,1,06:09,18:15,19:28,79%,28°C,partly cloudy,1.2 mm,NW 07 mph,10:36,2020-07-06 17:00:03,2020-07-06 17:00:03
555,Gan,1,06:09,18:15,19:28,83%,29°C,cloudy,1.2 mm,S 14 mph,4:0,2020-07-07 05:00:03,2020-07-07 05:00:03
556,Gan,1,06:10,18:15,20:02,67%,31°C,fine,0.7 mm,SSE 13 mph,4:0,2020-07-07 17:00:04,2020-07-07 17:00:04
